AddressID,AddressLine1,AddressLine2,City,StateProvinceID,StateProvinceCode,StateProvinceName,PostalCode,CountryRegionCode,CountryRegionName,AddressRowGUID,AddressModifiedDate
155,2046 Las Palmas,,Edmonds,79,WA,Washington,98020,US,United States,{6F00FB01-941A-48AC-852B-363829C2451B},2009-01-22T00:00:00.000Z
157,7270 Pepper Way,,Bellevue,79,WA,Washington,98004,US,United States,{CC0BCA82-AEC9-4C7A-BB9F-14F6DB055C62},2008-11-27T00:00:00.000Z
159,1648 Eastgate Lane,,Bellevue,79,WA,Washington,98004,US,United States,{FBDB3C4B-7596-4D25-B9A8-0C935C1781E2},2009-01-28T00:00:00.000Z
163,3919 Pinto Road,,Bellevue,79,WA,Washington,98004,US,United States,{037683A3-2356-42B3-BB38-BC14CB9DED9C},2009-02-14T00:00:00.000Z
164,7396 Stratton Circle,,Bellevue,79,WA,Washington,98004,US,United States,{72186098-A652-4DF8-91D1-9CFE115FFB7A},2010-01-17T00:00:00.000Z
165,9745 Bonita Ct.,,Bellevue,79,WA,Washington,98004,US,United States,{7CF4FDFD-4B09-4466-A3D3-84EC32ED4163},2009-02-01T00:00:00.000Z
168,1343 Prospect St,,Bellevue,79,WA,Washington,98004,US,United States,{386D3617-769D-40D1-AB18-301E4E40B920},2009-01-10T00:00:00.000Z
169,6448 Castle Court,,Bellevue,79,WA,Washington,98004,US,United States,{1BB6C40A-9FDF-4C9E-AC1F-8E0F2DF2414A},2008-11-25T00:00:00.000Z
177,6968 Wren Ave.,,Bellevue,79,WA,Washington,98004,US,United States,{D3D9FDE3-C704-4126-BA36-377AEDF42FBB},2009-02-09T00:00:00.000Z
178,4311 Clay Rd,,Bellevue,79,WA,Washington,98004,US,United States,{464F6EBC-6151-47E1-AC79-24B705342D51},2008-11-29T00:00:00.000Z
179,771 Northridge Drive,# 495,Bellevue,79,WA,Washington,98004,US,United States,{335645F3-B5D5-4B96-BAC1-22267CDDF8D2},2012-06-07T00:00:00.000Z
182,3711 Rollingwood Dr,,Bellevue,79,WA,Washington,98004,US,United States,{9600FB56-13A7-40D1-81FC-CBE8DF0BB498},2009-02-12T00:00:00.000Z
183,6118 Grasswood Circle,,Bellevue,79,WA,Washington,98004,US,United States,{D9BD7258-D9D0-420C-B0C9-B55A7EF46B8C},2009-12-10T00:00:00.000Z
185,2681 Eagle Peak,,Bellevue,79,WA,Washington,98004,US,United States,{7BCCF442-2268-46CC-8472-14C44C14E98C},2012-07-31T00:00:00.000Z
189,3708 Montana,,Bellevue,79,WA,Washington,98004,US,United States,{A081A4FC-9C3C-4CE7-A27F-94830FFF15E5},2008-12-20T00:00:00.000Z
190,9435 Breck Court,,Bellevue,79,WA,Washington,98004,US,United States,{EB974CAF-85E9-4424-BF5E-637C0942EF04},2007-12-30T00:00:00.000Z
191,6951 Harmony Way,,Sammamish,79,WA,Washington,98074,US,United States,{1DA32259-EFAD-4485-8F64-8B9B444CB3A4},2010-12-31T00:00:00.000Z
192,6871 Thornwood Dr.,,Sammamish,79,WA,Washington,98074,US,United States,{A2B7146F-22A2-4F15-875B-4484A5473673},2009-02-22T00:00:00.000Z
193,9104 Mt. Sequoia Ct.,,Sammamish,79,WA,Washington,98074,US,United States,{954C009C-F506-42BA-AC97-A0F98B9E31B7},2008-12-07T00:00:00.000Z
197,7820 Bird Drive,,Sammamish,79,WA,Washington,98074,US,United States,{70D9D17B-3A40-43ED-B4D1-C9A52A8F44ED},2008-12-26T00:00:00.000Z
205,7939 Bayview Court,,Sammamish,79,WA,Washington,98074,US,United States,{A47CBD73-36A5-4051-BD64-65E93630E6DF},2009-01-14T00:00:00.000Z
206,6097 Mt. McKinley Ct.,,Redmond,79,WA,Washington,98052,US,United States,{114FDFCA-275A-4B9B-A51E-6EDD038644D3},2013-09-25T00:00:00.000Z
207,3066 Wallace Dr.,,Redmond,79,WA,Washington,98052,US,United States,{577F79C7-3CE4-409D-BAF4-043B14389780},2009-02-19T00:00:00.000Z
209,9906 Oak Grove Road,,Redmond,79,WA,Washington,98052,US,United States,{8D9CF02A-A88A-4AF4-AD3A-219AE0DE0539},2011-01-31T00:00:00.000Z
210,2383 Pepper Drive,,Redmond,79,WA,Washington,98052,US,United States,{D5CAA1D5-CB10-4CF3-91B7-0FF37611AEDB},2008-12-04T00:00:00.000Z
211,6369 Ellis Street,,Redmond,79,WA,Washington,98052,US,United States,{D531FF9A-06E2-431F-9D2C-C13DCF82CA77},2010-11-29T00:00:00.000Z
212,8000 Crane Court,,Redmond,79,WA,Washington,98052,US,United States,{7C1FAC02-5589-4F51-9EE4-30AEEE079CB7},2009-02-01T00:00:00.000Z
218,9863 Ridge Place,,Redmond,79,WA,Washington,98052,US,United States,{3B6BCA53-FA0F-47D6-8E7A-C2CCE2A90BB2},2009-01-16T00:00:00.000Z
222,7723 Firestone Drive,,Redmond,79,WA,Washington,98052,US,United States,{268AC7D8-73DA-44B8-866B-0452AF1F844B},2013-06-14T00:00:00.000Z
223,1275 West Street,,Redmond,79,WA,Washington,98052,US,United States,{BC3A7F68-B60A-4A60-BE8B-951FB29F646B},2009-01-26T00:00:00.000Z
224,2137 Birchwood Dr,,Redmond,79,WA,Washington,98052,US,United States,{7F9BC8A0-3972-490C-B888-C4B5EFC9D021},2007-11-04T00:00:00.000Z
225,249 Alexander Pl.,,Redmond,79,WA,Washington,98052,US,United States,{6DF4B0D5-634C-46F3-B1A3-AC487240A124},2014-06-23T00:00:00.000Z
227,8467 Clifford Court,,Redmond,79,WA,Washington,98052,US,United States,{722A9D6E-07BC-4867-94D7-3B44ECE308BD},2009-02-28T00:00:00.000Z
230,475 Santa Maria,,Everett,79,WA,Washington,98201,US,United States,{CA464447-6AAF-406A-BC38-846389D8AEFA},2008-12-22T00:00:00.000Z
232,3385 Crestview Drive,,Everett,79,WA,Washington,98201,US,United States,{4A551FF0-CA85-4D1C-8FE7-318D01A49C27},2009-01-14T00:00:00.000Z
233,1185 Dallas Drive,,Everett,79,WA,Washington,98201,US,United States,{085E131E-5C9E-460C-BFCD-775D21B97842},2008-12-05T00:00:00.000Z
235,5452 Corte Gilberto,,Everett,79,WA,Washington,98201,US,United States,{1B75056D-34E4-4612-98AB-3D4AB8482495},2008-12-06T00:00:00.000Z
236,9008 Creekside Drive,,Everett,79,WA,Washington,98201,US,United States,{EC244535-A4B0-46FC-B35A-42EC1F8D471E},2013-03-23T00:00:00.000Z
243,3238 Laguna Circle,,Everett,79,WA,Washington,98201,US,United States,{0BD3BD41-0B6E-46F1-8CBF-978552EE8E77},2009-01-11T00:00:00.000Z
246,6629 Polson Circle,,Everett,79,WA,Washington,98201,US,United States,{4F964A2E-3AB9-4C66-9D8C-65C7C3479CF8},2009-02-15T00:00:00.000Z
250,9297 Kenston Dr.,,Newport Hills,79,WA,Washington,98006,US,United States,{2ED694B4-9069-4DAF-95EB-AB1C7B969A80},2008-12-05T00:00:00.000Z
251,8967 Hamilton Ave.,,Newport Hills,79,WA,Washington,98006,US,United States,{F2EF65AA-28B6-4B04-853D-D50F4DC62EC2},2009-01-05T00:00:00.000Z
253,1397 Paradise Ct.,,Newport Hills,79,WA,Washington,98006,US,United States,{BA60C467-F3E4-4202-8B43-DBF9C81B6420},2009-01-17T00:00:00.000Z
255,7469 Paradise Ct.,,Newport Hills,79,WA,Washington,98006,US,United States,{6D421AA1-A9FB-4799-9058-28272E6AF110},2014-03-02T00:00:00.000Z
257,2425 Notre Dame Ave,,Gold Bar,79,WA,Washington,98251,US,United States,{446344A5-9AFE-4597-BFEE-B0E597D8F5E5},2010-01-20T00:00:00.000Z
258,8036 Summit View Dr.,,Gold Bar,79,WA,Washington,98251,US,United States,{55AC181F-DBBC-49B1-BBDC-26BF67C13B69},2008-12-07T00:00:00.000Z
259,213 Stonewood Drive,,Gold Bar,79,WA,Washington,98251,US,United States,{8FAEE71D-BB98-46D2-A47A-112B30513E21},2009-02-18T00:00:00.000Z
262,310 Winter Lane,,Index,79,WA,Washington,98256,US,United States,{E619E04D-544E-4675-8DDB-DB282BB01238},2008-12-30T00:00:00.000Z
266,7691 Benedict Ct.,# 141,Issaquah,79,WA,Washington,98027,US,United States,{980F8C50-DDC1-414C-9230-4F0CECA16DB3},2009-01-30T00:00:00.000Z
268,7435 Ricardo,,Issaquah,79,WA,Washington,98027,US,United States,{8C29A5E8-62D1-4437-8DF5-EB221442164C},2009-01-28T00:00:00.000Z
269,9530 Vine Lane,,Issaquah,79,WA,Washington,98027,US,United States,{C8156F7E-005E-42F4-B4B8-BC0AB784E9BF},2009-02-16T00:00:00.000Z
271,5979 El Pueblo,,Issaquah,79,WA,Washington,98027,US,United States,{F1FA084F-AE3E-41B9-AF15-C5EBA80E8325},2008-12-16T00:00:00.000Z
274,5256 Chickpea Ct.,,Issaquah,79,WA,Washington,98027,US,United States,{CA7EE010-DDF2-47CB-8ABD-BB56B956E79A},2009-02-09T00:00:00.000Z
279,7772 Golden Meadow,,Issaquah,79,WA,Washington,98027,US,United States,{3A217C61-AA3C-4D7F-8CCB-0D9AC4DD2691},2011-02-08T00:00:00.000Z
280,8585 Los Gatos Ct.,,Issaquah,79,WA,Washington,98027,US,United States,{3D6BDBC8-B41E-4456-A5AE-BC2E1ADFF557},2009-01-08T00:00:00.000Z
283,1378 String Dr,,Renton,79,WA,Washington,98055,US,United States,{0F36C3CA-E736-4BCE-BA20-9F0AFF19E850},2010-01-20T00:00:00.000Z
285,2598 Breck Court,,Renton,79,WA,Washington,98055,US,United States,{5C9AA419-AD00-4031-974D-077F13101AB3},2009-11-25T00:00:00.000Z
291,9533 Working Drive,,Renton,79,WA,Washington,98055,US,United States,{68CF4292-6615-498D-AB04-CAB6BDF279B3},2009-12-14T00:00:00.000Z
292,1803 Olive Hill,,Renton,79,WA,Washington,98055,US,United States,{32BE31C0-1174-4353-ABDF-EED36445BC9D},2009-01-26T00:00:00.000Z
295,6510 Hacienda Drive,,Renton,79,WA,Washington,98055,US,United States,{50C82D57-9603-4520-A57F-B4A15EA3C7B4},2010-12-23T00:00:00.000Z
296,6937 E. 42nd Street,,Renton,79,WA,Washington,98055,US,United States,{A3F0FAE3-CC62-4BD2-94AF-772932E73A26},2009-01-24T00:00:00.000Z
297,7943 Walnut Ave,,Renton,79,WA,Washington,98055,US,United States,{52410DA4-2778-4B1D-A599-95746625CE6D},2012-06-30T00:00:00.000Z
299,4312 Cambridge Drive,,Renton,79,WA,Washington,98055,US,United States,{3AA8ED20-E86F-48C6-B033-E3B8E32D2EB3},2009-01-13T00:00:00.000Z
300,5009 Orange Street,,Renton,79,WA,Washington,98055,US,United States,{85710CCD-79E2-4667-A36A-6C808BC59A18},2012-04-09T00:00:00.000Z
305,7179 Montana,,Torrance,9,CA,California,90505,US,United States,{36C666A9-AFEF-42BE-A4EE-EF8002677F1F},2011-05-09T00:00:00.000Z
306,9 Guadalupe Dr.,,Burbank,9,CA,California,91502,US,United States,{01CE5956-15FD-4243-896E-9C61637DD27C},2011-05-09T00:00:00.000Z
308,65 Park Glen Court,,Port Orchard,79,WA,Washington,98366,US,United States,{2FE2D15C-AF6F-4C42-AB8D-B718EABCC889},2011-05-09T00:00:00.000Z
309,28 San Marino Ct.,,Bellingham,79,WA,Washington,98225,US,United States,{A9CBE446-82ED-476B-8991-027C7167F9C6},2011-12-23T00:00:00.000Z
316,6061 St. Paul Way,,Everett,40,MT,Montana,98201,US,United States,{297D0F3E-701D-44E1-B524-DF07A9FC4470},2011-12-23T00:00:00.000Z
318,2313 B Southampton Rd,,Missoula,40,MT,Montana,59801,US,United States,{04CB8657-AB4A-4AE3-966A-E69D0EEE743E},2011-12-24T00:00:00.000Z
319,137 Lancelot Dr,,Phoenix,6,AZ,Arizona,85004,US,United States,{CEAD54D8-D6B8-4261-8CA1-9CC3599903D1},2012-01-25T00:00:00.000Z
321,15 Pear Dr.,,Newport Beach,9,CA,California,92625,US,United States,{6CB92106-0DE3-404C-80B4-F612942E27E4},2011-12-24T00:00:00.000Z
322,1 Mt. Dell Drive,,Portland,58,OR,Oregon,97205,US,United States,{50F4B496-0610-48BD-B905-2874F13F0B4E},2011-12-24T00:00:00.000Z
325,9491 Toyon Dr,,Dallas,73,TX,Texas,75201,US,United States,{567E6863-FCFF-47A8-9913-EF8BF3E38932},2011-12-24T00:00:00.000Z
327,3 Chablis Court,,Torrance,9,CA,California,90505,US,United States,{EF4B0EF8-0E38-42CC-9151-9918A5274248},2011-12-24T00:00:00.000Z
328,2 Lion Circle,,Long Beach,9,CA,California,90802,US,United States,{06DE5166-E8C4-43AE-87F0-78144DA01790},2011-12-24T00:00:00.000Z
329,9056 Mount Dr,,Chicago,24,IL,Illinois,60610,US,United States,{3D0FD607-F63A-4964-B0BB-C9E9F8E29433},2011-12-24T00:00:00.000Z
330,67 Monetary Way,,Berkeley,9,CA,California,94704,US,United States,{33439525-0987-4B44-A1DF-66EFB071324A},2012-01-17T00:00:00.000Z
332,4823 Stonewood Ct.,,Walla Walla,79,WA,Washington,99362,US,United States,{2FC63299-7B60-4AC5-ABA2-B12EBD0F7D2F},2011-12-24T00:00:00.000Z
333,50 Edward Ave,,Concord,9,CA,California,94519,US,United States,{EBE095F2-E14F-429D-829C-922E807B6D65},2012-01-17T00:00:00.000Z
336,8892 Columbia River Ct.,,Santa Cruz,9,CA,California,95062,US,United States,{FB50F09A-6C79-4D3A-ABAF-F9D2CCE2ABB0},2012-01-25T00:00:00.000Z
339,7053 Laurel Dr.,,La Mesa,48,NM,New Mexico,88044,US,United States,{3B9911D6-2FD0-4CC6-AFC1-A44BCCD86139},2012-01-25T00:00:00.000Z
340,8629 Pepper Place,,Bellevue,79,WA,Washington,98004,US,United States,{A39725EC-1D66-4B02-BF8F-A210E1D4F1AF},2012-02-03T00:00:00.000Z
346,2596 Big Canyon Road,,New York,54,NY,New York,10007,US,United States,{2D51A47B-7DBB-4EEF-95AB-62FB5FEA34B8},2011-12-24T00:00:00.000Z
347,87 Pheasant Circle,,Oakland,9,CA,California,94611,US,United States,{55CC0858-881F-4D76-BD63-668ABDBA6608},2012-01-25T00:00:00.000Z
348,3664 Colt Ct.,,Richmond,9,CA,California,94801,US,United States,{F734E7CE-67E6-4F40-94E0-92383AC4101A},2012-01-25T00:00:00.000Z
350,6959 Lakewood Court,,Daly City,9,CA,California,94015,US,United States,{FC9D212F-2DC8-446D-8703-7EC202157520},2012-01-25T00:00:00.000Z
353,9620 Laurel Drive,,Novato,82,WY,Wyoming,82070,US,United States,{59D8A2E0-F483-49AA-9F6F-2E4FE40FCEF2},2012-02-02T00:00:00.000Z
355,102 Silverado Drive,,W. Linn,58,OR,Oregon,97068,US,United States,{FEADC5BB-E316-41FB-8705-0A6357690DCE},2012-01-25T00:00:00.000Z
358,20 Rambling Rose Ave.,# 103,West Covina,9,CA,California,91791,US,United States,{D30222DF-3D9F-42F6-87B5-68D75E15A305},2012-01-25T00:00:00.000Z
359,6119 11th,,Salt Lake City,74,UT,Utah,84101,US,United States,{E16AB1F6-C0C6-40EA-884F-C80C09BB2EC9},2012-01-25T00:00:00.000Z
360,8844 Garcia,,West Covina,9,CA,California,91791,US,United States,{F0C54EBE-B640-4064-ADF8-ECD7E4D0B9F4},2011-12-24T00:00:00.000Z
362,31 Bridgeview St,,Glendale,9,CA,California,91203,US,United States,{6E1A11AE-B2A5-4017-9B82-CC1F5CE91F3D},2011-12-24T00:00:00.000Z
363,1874 Valley Blvd.,,Palo Alto,9,CA,California,94303,US,United States,{4C98650B-3A0A-4CE1-98ED-34E1D4344CCF},2012-01-25T00:00:00.000Z
366,1619 Mills Dr.,,Albany,58,OR,Oregon,97321,US,United States,{A61B581D-A6DB-4C28-A5A2-FA3FE369BAE3},2012-01-29T00:00:00.000Z
367,978 Mozden Lane,,San Francisco,9,CA,California,94109,US,United States,{F1409C59-DA83-4782-AB5A-FA0E9D2BBB84},2012-02-02T00:00:00.000Z
368,298 Sunnybrook Drive,,Spring Valley,9,CA,California,91977,US,United States,{A21B4793-2492-4085-B175-A89AF72D4C10},2011-12-23T00:00:00.000Z
372,7 Mayda Way,,Bremerton,79,WA,Washington,98312,US,United States,{30FBE769-8D17-4FE5-A2EF-DB848AEC20B2},2012-02-03T00:00:00.000Z
375,7562 Daylight Place,,Everett,79,WA,Washington,98201,US,United States,{B8B5241C-3DDB-4BB3-B114-E99E8F4EC35C},2012-02-02T00:00:00.000Z
377,8 Rogers Ave.,,Everett,79,WA,Washington,98201,US,United States,{F5521355-41A3-4660-91CF-20028A1D6DE7},2012-02-02T00:00:00.000Z
383,20 Smiling Tree Court,,Burbank,9,CA,California,91502,US,United States,{63825336-D51E-44AE-AF3E-C12FC653A639},2012-02-02T00:00:00.000Z
384,35 Buckthorn Court,# 1,Kirkland,79,WA,Washington,98033,US,United States,{99A6BDE2-5600-4EBF-ABC0-5EF42B97183B},2012-02-02T00:00:00.000Z
385,207 Concerto Circle,,Salem,58,OR,Oregon,97301,US,United States,{44184ABF-C2A1-434E-B995-1CF6BE436C11},2012-02-02T00:00:00.000Z
386,5514 Grant Street,,Ballard,79,WA,Washington,98107,US,United States,{0AE2A97E-05F4-4994-BAE9-3DDCE653031D},2012-02-02T00:00:00.000Z
388,2834 Clifford Court,#9,Anacortes,79,WA,Washington,98221,US,United States,{858A588D-F483-460D-93D7-A4A45EDB71EF},2012-02-02T00:00:00.000Z
