WorkOrderID	ProductID	OrderQty	StockedQty	ScrappedQty	StartDate	EndDate	DueDate	ScrapReasonID	ModifiedDate
132	328	4	4	0	2011-06-04 00:00:00	2011-06-14 00:00:00	2011-06-15 00:00:00		2011-06-14 00:00:00
133	329	4	4	0	2011-06-04 00:00:00	2011-06-14 00:00:00	2011-06-15 00:00:00		2011-06-14 00:00:00
134	398	4	4	0	2011-06-04 00:00:00	2011-06-14 00:00:00	2011-06-15 00:00:00		2011-06-14 00:00:00
135	399	4	4	0	2011-06-04 00:00:00	2011-06-14 00:00:00	2011-06-15 00:00:00		2011-06-14 00:00:00
136	401	8	8	0	2011-06-04 00:00:00	2011-06-14 00:00:00	2011-06-15 00:00:00		2011-06-14 00:00:00
137	529	4	4	0	2011-06-04 00:00:00	2011-06-14 00:00:00	2011-06-15 00:00:00		2011-06-14 00:00:00
138	532	16	16	0	2011-06-04 00:00:00	2011-06-14 00:00:00	2011-06-15 00:00:00		2011-06-14 00:00:00
139	533	4	4	0	2011-06-04 00:00:00	2011-06-14 00:00:00	2011-06-15 00:00:00		2011-06-14 00:00:00
140	534	4	4	0	2011-06-04 00:00:00	2011-06-14 00:00:00	2011-06-15 00:00:00		2011-06-14 00:00:00
141	804	4	4	0	2011-06-04 00:00:00	2011-06-15 00:00:00	2011-06-15 00:00:00		2011-06-15 00:00:00
142	316	8	8	0	2011-06-04 00:00:00	2011-06-14 00:00:00	2011-06-15 00:00:00		2011-06-14 00:00:00
143	331	8	8	0	2011-06-04 00:00:00	2011-06-14 00:00:00	2011-06-15 00:00:00		2011-06-14 00:00:00
144	350	4	4	0	2011-06-04 00:00:00	2011-06-14 00:00:00	2011-06-15 00:00:00		2011-06-14 00:00:00
145	531	4	4	0	2011-06-04 00:00:00	2011-06-14 00:00:00	2011-06-15 00:00:00		2011-06-14 00:00:00
146	751	2	2	0	2011-06-05 00:00:00	2011-06-23 00:00:00	2011-06-16 00:00:00		2011-06-23 00:00:00
147	752	1	1	0	2011-06-05 00:00:00	2011-06-23 00:00:00	2011-06-16 00:00:00		2011-06-23 00:00:00
148	753	1	1	0	2011-06-05 00:00:00	2011-06-23 00:00:00	2011-06-16 00:00:00		2011-06-23 00:00:00
149	764	1	1	0	2011-06-05 00:00:00	2011-06-23 00:00:00	2011-06-16 00:00:00		2011-06-23 00:00:00
150	517	1	1	0	2011-06-05 00:00:00	2011-06-23 00:00:00	2011-06-16 00:00:00		2011-06-23 00:00:00
151	519	4	4	0	2011-06-05 00:00:00	2011-06-23 00:00:00	2011-06-16 00:00:00		2011-06-23 00:00:00
152	719	2	2	0	2011-06-05 00:00:00	2011-06-15 00:00:00	2011-06-16 00:00:00		2011-06-15 00:00:00
153	720	1	1	0	2011-06-05 00:00:00	2011-06-15 00:00:00	2011-06-16 00:00:00		2011-06-15 00:00:00
154	721	1	1	0	2011-06-05 00:00:00	2011-06-15 00:00:00	2011-06-16 00:00:00		2011-06-15 00:00:00
155	727	1	1	0	2011-06-05 00:00:00	2011-06-15 00:00:00	2011-06-16 00:00:00		2011-06-15 00:00:00
156	806	1	1	0	2011-06-05 00:00:00	2011-06-23 00:00:00	2011-06-16 00:00:00		2011-06-23 00:00:00
157	807	4	4	0	2011-06-05 00:00:00	2011-06-23 00:00:00	2011-06-16 00:00:00		2011-06-23 00:00:00
158	811	1	1	0	2011-06-05 00:00:00	2011-06-23 00:00:00	2011-06-16 00:00:00		2011-06-23 00:00:00
159	813	4	4	0	2011-06-05 00:00:00	2011-06-23 00:00:00	2011-06-16 00:00:00		2011-06-23 00:00:00
160	818	1	1	0	2011-06-05 00:00:00	2011-06-23 00:00:00	2011-06-16 00:00:00		2011-06-23 00:00:00
161	820	4	4	0	2011-06-05 00:00:00	2011-06-23 00:00:00	2011-06-16 00:00:00		2011-06-23 00:00:00
162	826	1	1	0	2011-06-05 00:00:00	2011-06-23 00:00:00	2011-06-16 00:00:00		2011-06-23 00:00:00
163	828	4	4	0	2011-06-05 00:00:00	2011-06-23 00:00:00	2011-06-16 00:00:00		2011-06-23 00:00:00
164	894	5	5	0	2011-06-05 00:00:00	2011-06-23 00:00:00	2011-06-16 00:00:00		2011-06-23 00:00:00
165	945	5	5	0	2011-06-05 00:00:00	2011-06-23 00:00:00	2011-06-16 00:00:00		2011-06-23 00:00:00
166	950	1	1	0	2011-06-05 00:00:00	2011-06-23 00:00:00	2011-06-16 00:00:00		2011-06-23 00:00:00
167	951	4	4	0	2011-06-05 00:00:00	2011-06-23 00:00:00	2011-06-16 00:00:00		2011-06-23 00:00:00
168	994	1	1	0	2011-06-05 00:00:00	2011-06-23 00:00:00	2011-06-16 00:00:00		2011-06-23 00:00:00
169	996	4	4	0	2011-06-05 00:00:00	2011-06-23 00:00:00	2011-06-16 00:00:00		2011-06-23 00:00:00
170	3	50	50	0	2011-06-05 00:00:00	2011-06-15 00:00:00	2011-06-16 00:00:00		2011-06-15 00:00:00
171	324	10	10	0	2011-06-05 00:00:00	2011-06-15 00:00:00	2011-06-16 00:00:00		2011-06-15 00:00:00
172	327	5	5	0	2011-06-05 00:00:00	2011-06-15 00:00:00	2011-06-16 00:00:00		2011-06-15 00:00:00
173	329	10	10	0	2011-06-05 00:00:00	2011-06-15 00:00:00	2011-06-16 00:00:00		2011-06-15 00:00:00
174	398	5	5	0	2011-06-05 00:00:00	2011-06-15 00:00:00	2011-06-16 00:00:00		2011-06-15 00:00:00
175	399	5	5	0	2011-06-05 00:00:00	2011-06-15 00:00:00	2011-06-16 00:00:00		2011-06-15 00:00:00
176	400	2	2	0	2011-06-05 00:00:00	2011-06-15 00:00:00	2011-06-16 00:00:00		2011-06-15 00:00:00
177	401	8	8	0	2011-06-05 00:00:00	2011-06-15 00:00:00	2011-06-16 00:00:00		2011-06-15 00:00:00
178	529	5	5	0	2011-06-05 00:00:00	2011-06-15 00:00:00	2011-06-16 00:00:00		2011-06-15 00:00:00
179	532	20	20	0	2011-06-05 00:00:00	2011-06-15 00:00:00	2011-06-16 00:00:00		2011-06-15 00:00:00
180	533	5	5	0	2011-06-05 00:00:00	2011-06-15 00:00:00	2011-06-16 00:00:00		2011-06-15 00:00:00
181	534	5	5	0	2011-06-05 00:00:00	2011-06-15 00:00:00	2011-06-16 00:00:00		2011-06-15 00:00:00
182	802	1	1	0	2011-06-05 00:00:00	2011-06-23 00:00:00	2011-06-16 00:00:00		2011-06-23 00:00:00
183	804	4	4	0	2011-06-05 00:00:00	2011-06-23 00:00:00	2011-06-16 00:00:00		2011-06-23 00:00:00
184	316	10	10	0	2011-06-05 00:00:00	2011-06-15 00:00:00	2011-06-16 00:00:00		2011-06-15 00:00:00
185	331	10	10	0	2011-06-05 00:00:00	2011-06-15 00:00:00	2011-06-16 00:00:00		2011-06-15 00:00:00
186	350	5	5	0	2011-06-05 00:00:00	2011-06-15 00:00:00	2011-06-16 00:00:00		2011-06-15 00:00:00
187	531	5	5	0	2011-06-05 00:00:00	2011-06-15 00:00:00	2011-06-16 00:00:00		2011-06-15 00:00:00
188	750	1	1	0	2011-06-06 00:00:00	2011-06-17 00:00:00	2011-06-17 00:00:00		2011-06-17 00:00:00
189	753	1	1	0	2011-06-06 00:00:00	2011-06-17 00:00:00	2011-06-17 00:00:00		2011-06-17 00:00:00
190	519	2	2	0	2011-06-06 00:00:00	2011-06-17 00:00:00	2011-06-17 00:00:00		2011-06-17 00:00:00
191	718	1	1	0	2011-06-06 00:00:00	2011-06-16 00:00:00	2011-06-17 00:00:00		2011-06-16 00:00:00
192	721	1	1	0	2011-06-06 00:00:00	2011-06-16 00:00:00	2011-06-17 00:00:00		2011-06-16 00:00:00
193	807	2	2	0	2011-06-06 00:00:00	2011-06-17 00:00:00	2011-06-17 00:00:00		2011-06-17 00:00:00
194	813	2	2	0	2011-06-06 00:00:00	2011-06-17 00:00:00	2011-06-17 00:00:00		2011-06-17 00:00:00
195	820	2	2	0	2011-06-06 00:00:00	2011-06-17 00:00:00	2011-06-17 00:00:00		2011-06-17 00:00:00
196	828	2	2	0	2011-06-06 00:00:00	2011-06-17 00:00:00	2011-06-17 00:00:00		2011-06-17 00:00:00
197	894	2	2	0	2011-06-06 00:00:00	2011-06-17 00:00:00	2011-06-17 00:00:00		2011-06-17 00:00:00
198	945	2	2	0	2011-06-06 00:00:00	2011-06-17 00:00:00	2011-06-17 00:00:00		2011-06-17 00:00:00
199	951	2	2	0	2011-06-06 00:00:00	2011-06-17 00:00:00	2011-06-17 00:00:00		2011-06-17 00:00:00
200	996	2	2	0	2011-06-06 00:00:00	2011-06-17 00:00:00	2011-06-17 00:00:00		2011-06-17 00:00:00
201	3	20	20	0	2011-06-06 00:00:00	2011-06-16 00:00:00	2011-06-17 00:00:00		2011-06-16 00:00:00
202	324	4	4	0	2011-06-06 00:00:00	2011-06-16 00:00:00	2011-06-17 00:00:00		2011-06-16 00:00:00
203	327	2	2	0	2011-06-06 00:00:00	2011-06-16 00:00:00	2011-06-17 00:00:00		2011-06-16 00:00:00
204	329	4	4	0	2011-06-06 00:00:00	2011-06-16 00:00:00	2011-06-17 00:00:00		2011-06-16 00:00:00
205	398	2	2	0	2011-06-06 00:00:00	2011-06-16 00:00:00	2011-06-17 00:00:00		2011-06-16 00:00:00
206	399	2	2	0	2011-06-06 00:00:00	2011-06-16 00:00:00	2011-06-17 00:00:00		2011-06-16 00:00:00
207	401	4	4	0	2011-06-06 00:00:00	2011-06-16 00:00:00	2011-06-17 00:00:00		2011-06-16 00:00:00
208	529	2	2	0	2011-06-06 00:00:00	2011-06-16 00:00:00	2011-06-17 00:00:00		2011-06-16 00:00:00
209	532	8	8	0	2011-06-06 00:00:00	2011-06-16 00:00:00	2011-06-17 00:00:00		2011-06-16 00:00:00
210	533	2	2	0	2011-06-06 00:00:00	2011-06-16 00:00:00	2011-06-17 00:00:00		2011-06-16 00:00:00
211	534	2	2	0	2011-06-06 00:00:00	2011-06-16 00:00:00	2011-06-17 00:00:00		2011-06-16 00:00:00
212	804	2	2	0	2011-06-06 00:00:00	2011-06-17 00:00:00	2011-06-17 00:00:00		2011-06-17 00:00:00
213	316	4	4	0	2011-06-06 00:00:00	2011-06-16 00:00:00	2011-06-17 00:00:00		2011-06-16 00:00:00
214	331	4	4	0	2011-06-06 00:00:00	2011-06-16 00:00:00	2011-06-17 00:00:00		2011-06-16 00:00:00
215	350	2	2	0	2011-06-06 00:00:00	2011-06-16 00:00:00	2011-06-17 00:00:00		2011-06-16 00:00:00
216	531	2	2	0	2011-06-06 00:00:00	2011-06-16 00:00:00	2011-06-17 00:00:00		2011-06-16 00:00:00
217	749	1	1	0	2011-06-07 00:00:00	2011-06-27 00:00:00	2011-06-18 00:00:00		2011-06-27 00:00:00
218	750	2	2	0	2011-06-07 00:00:00	2011-06-27 00:00:00	2011-06-18 00:00:00		2011-06-27 00:00:00
219	753	1	1	0	2011-06-07 00:00:00	2011-06-27 00:00:00	2011-06-18 00:00:00		2011-06-27 00:00:00
220	767	1	1	0	2011-06-07 00:00:00	2011-06-27 00:00:00	2011-06-18 00:00:00		2011-06-27 00:00:00
221	517	1	1	0	2011-06-07 00:00:00	2011-06-27 00:00:00	2011-06-18 00:00:00		2011-06-27 00:00:00
222	519	4	4	0	2011-06-07 00:00:00	2011-06-27 00:00:00	2011-06-18 00:00:00		2011-06-27 00:00:00
223	717	1	1	0	2011-06-07 00:00:00	2011-06-17 00:00:00	2011-06-18 00:00:00		2011-06-17 00:00:00
