StateProvinceID,StateProvinceCode,IsOnlyStateProvinceFlag,StateProvinceName,TerritoryID,CountryRegionCode,CountryRegionName,StateProvinceRowGUID,StateProvinceModifiedDate
29,LB,false,Labrador,6,CA,Canada,{9847C998-A7BF-4A66-BBAC-75939B092CC0},2014-02-08T10:17:21.587Z
30,MA,false,Massachusetts,2,US,United States,{77D7E754-1B03-4BB3-A4D4-B1A6AC1C968E},2014-02-08T10:17:21.587Z
31,MB,false,Manitoba,6,CA,Canada,{0FF23B5D-1E18-40F8-A886-9960ED699049},2014-02-08T10:17:21.587Z
32,MD,false,Maryland,2,US,United States,{B3D8517D-A857-41E7-A692-A1CB02A5F667},2014-02-08T10:17:21.587Z
33,ME,false,Maine,2,US,United States,{B978A102-632B-4345-8918-E0E8F440FC3B},2014-02-08T10:17:21.587Z
34,MH,true,Marshall Islands,9,MH,Marshall Islands,{C5C5A615-E2DD-4FDF-A4A7-0613C6CCAE80},2014-02-08T10:17:21.587Z
35,MI,false,Michigan,3,US,United States,{0CB0855B-783A-4701-9D45-597A919BFB23},2014-02-08T10:17:21.587Z
36,MN,false,Minnesota,3,US,United States,{553C8DAA-4142-427C-B772-66BEDADEF372},2014-02-08T10:17:21.587Z
37,MO,false,Missouri,3,US,United States,{FF5D76AE-0B45-4F32-96F7-AD5B7775E9EC},2014-02-08T10:17:21.587Z
38,MP,true,Northern Mariana Islands,9,MP,Northern Mariana Islands,{ABEBD704-DB65-47F7-A778-528025F7E7F4},2014-02-08T10:17:21.587Z
39,MS,false,Mississippi,5,US,United States,{D33F23C7-60BE-4D31-8028-814A6CCA7F37},2014-02-08T10:17:21.587Z
40,MT,false,Montana,1,US,United States,{D4FF6E1A-A8E8-4379-A43C-746DBB0D6D13},2014-02-08T10:17:21.587Z
41,NB,false,Brunswick,6,CA,Canada,{C28C848F-AE86-4859-9E7E-0190D6C22700},2014-02-08T10:17:21.587Z
42,NC,false,North Carolina,5,US,United States,{2C1C5211-3388-4DFF-B0FF-DB0B43E4A22D},2014-02-08T10:17:21.587Z
43,ND,false,North Dakota,3,US,United States,{1551BEA8-4DEE-477D-858F-45FF7A2FB14F},2014-02-08T10:17:21.587Z
44,NE,false,Nebraska,3,US,United States,{2DEA1C82-A684-4D7C-BEA2-4119D9D3AE60},2014-02-08T10:17:21.587Z
45,NF,false,Newfoundland,6,CA,Canada,{26D01B6D-3726-453F-B1F3-98A332EB3D8D},2014-02-08T10:17:21.587Z
46,NH,false,New Hampshire,2,US,United States,{B30C26AE-62E3-499A-80A8-A167275BAEBD},2014-02-08T10:17:21.587Z
47,NJ,false,New Jersey,2,US,United States,{7464D0B1-78A7-4F8A-B4CC-375900005F46},2014-02-08T10:17:21.587Z
48,NM,false,New Mexico,4,US,United States,{11DEDA26-4733-497F-BAE3-7BED6B076600},2014-02-08T10:17:21.587Z
49,NS,false,Nova Scotia,6,CA,Canada,{ADF58BA5-269F-4C48-8C7D-6754E4667ACF},2014-02-08T10:17:21.587Z
50,NSW,false,New South Wales,9,AU,Australia,{9910DD7E-A4C5-4599-86F5-9F581B53A92D},2014-02-08T10:17:21.587Z
51,NT,false,Northwest Territories,6,CA,Canada,{CCAAC582-EF30-492C-93CE-5F8B3452D531},2014-02-08T10:17:21.587Z
52,NV,false,Nevada,1,US,United States,{50E0FBE0-50B7-40EB-A20B-AAAE85A680DD},2014-02-08T10:17:21.587Z
53,NW,false,Nordrhein-Westfalen,8,DE,Germany,{C385B296-FBB7-44E1-9DED-23B7FBA346F0},2014-02-08T10:17:21.587Z
54,NY,false,New York,2,US,United States,{4F83E68D-4C26-4C53-A4B3-46B7F19C6498},2014-02-08T10:17:21.587Z
55,OH,false,Ohio,2,US,United States,{6E1792B5-D021-47B1-98FC-9D60F46F3400},2014-02-08T10:17:21.587Z
56,OK,false,Oklahoma,3,US,United States,{AA680EBA-B546-4718-8379-963DA0CEA86F},2014-02-08T10:17:21.587Z
57,ON,false,Ontario,6,CA,Canada,{5528E2CF-AE39-4F65-BD32-FA32C6FF96FA},2014-02-08T10:17:21.587Z
58,OR,false,Oregon,1,US,United States,{17EBF52E-94C8-4E7B-9EF3-5B6236763B49},2014-02-08T10:17:21.587Z
59,PA,false,Pennsylvania,2,US,United States,{9E1D834C-7076-4546-9F1B-1BD626037250},2014-02-08T10:17:21.587Z
60,PE,false,Prince Edward Island,6,CA,Canada,{8B3EC300-24F0-42AB-8DCF-60F45F007642},2014-02-08T10:17:21.587Z
61,PR,false,Puerto Rico,5,US,United States,{71B87F6C-5C07-4B7F-8D8C-2C5310410579},2014-02-08T10:17:21.587Z
62,PW,true,Palau,9,PW,Palau,{EFCF1702-2358-40FC-BE8F-DF6D71A7D89A},2014-02-08T10:17:21.587Z
63,QC,false,Quebec,6,CA,Canada,{FF830158-3466-495F-BFCF-8A1B82A65355},2014-02-08T10:17:21.587Z
64,QLD,false,Queensland,9,AU,Australia,{152658FA-AD59-4FA0-82A6-F76980F0183F},2014-02-08T10:17:21.587Z
65,RI,false,Rhode Island,2,US,United States,{7FC72AB3-646D-475F-A708-544AF3636AA8},2014-02-08T10:17:21.587Z
66,SA,false,South Australia,9,AU,Australia,{DCAE37CD-FD8D-41FE-90ED-EDAD22B63DC8},2014-02-08T10:17:21.587Z
67,SC,false,South Carolina,5,US,United States,{131CF47D-4F64-4A08-AFCB-0A1EE17A8534},2014-02-08T10:17:21.587Z
68,SD,false,South Dakota,3,US,United States,{90AAD17F-451F-42A1-9CF8-EC65B0ACB34F},2014-02-08T10:17:21.587Z
69,SK,false,Saskatchewan,6,CA,Canada,{D44759BA-43E8-42E7-98FA-54B377C734FC},2014-02-08T10:17:21.587Z
70,SL,false,Saarland,8,DE,Germany,{F555DD9E-A190-4DC4-9433-7FE257AA6E82},2014-02-08T10:17:21.587Z
71,TAS,false,Tasmania,9,AU,Australia,{2DB59B03-9F19-4D12-ACEF-974016827BE1},2014-02-08T10:17:21.587Z
72,TN,false,Tennessee,5,US,United States,{D1B0F98F-514D-42B4-B84B-9C40A8A455D5},2014-02-08T10:17:21.587Z
73,TX,false,Texas,4,US,United States,{99C542E0-5D3D-43A6-8D96-AF65A985D6E4},2014-02-08T10:17:21.587Z
74,UT,false,Utah,1,US,United States,{FD66BE42-BFEF-4233-942B-E8D79A594AFA},2014-02-08T10:17:21.587Z
75,VA,false,Virginia,5,US,United States,{990AA59C-838C-410F-A675-17EB861FA33F},2014-02-08T10:17:21.587Z
76,VI,true,Virgin Islands,5,VI,Virgin Islands,{14F593D3-1500-477D-AC6B-D41B3FAFBE5A},2014-02-08T10:17:21.587Z
77,VIC,false,Victoria,9,AU,Australia,{6A683928-8F1F-4369-A64A-60979E216824},2014-02-08T10:17:21.587Z
78,VT,false,Vermont,2,US,United States,{348687E4-7879-4D74-AFD7-C8511588CFA3},2014-02-08T10:17:21.587Z
79,WA,false,Washington,1,US,United States,{16274DF0-6F05-43A6-BC18-AD171017A1EB},2014-02-08T10:17:21.587Z
80,WI,false,Wisconsin,3,US,United States,{9D93821E-3ADD-42DE-BD51-81CFA94046FF},2014-02-08T10:17:21.587Z
81,WV,false,West Virginia,5,US,United States,{C9CE898F-8E21-4FBF-A70A-06F32D543A18},2014-02-08T10:17:21.587Z
82,WY,false,Wyoming,1,US,United States,{778951DC-0475-4054-8CAB-892C8A38174E},2014-02-08T10:17:21.587Z
83,YT,false,Yukon Territory,6,CA,Canada,{A01F5896-C4B1-4C2A-9F60-56470DD39F82},2014-02-08T10:17:21.587Z
84,FR,true,France,7,FR,France,{092C7063-901E-414B-BC61-0BF7919DA883},2008-04-30T00:00:00.000Z
85,BB,false,Brandenburg,8,DE,Germany,{DD386C06-2BEB-4F18-9A85-C066F1A47EA1},2008-04-30T00:00:00.000Z
86,SN,false,Saxony,8,DE,Germany,{C3E9D0D7-12E7-4395-AC37-11498A3C5E2D},2008-04-30T00:00:00.000Z
87,01,false,Ain,7,FR,France,{F6F7985C-9132-46B5-8963-F99C9F3234DE},2008-04-30T00:00:00.000Z
88,02,false,Aisne,7,FR,France,{1B30C5E7-9BB4-4546-9306-4600CA0E90CA},2008-04-30T00:00:00.000Z
89,03,false,Allier,7,FR,France,{DD59673D-852A-4AAF-9B27-623F54477EC2},2008-04-30T00:00:00.000Z
90,04,false,Alpes-de-Haute Provence,7,FR,France,{458480B4-E4AB-4015-B73A-1B7296F8B8B3},2008-04-30T00:00:00.000Z
91,05,false,Alpes (Haute),7,FR,France,{0AF69922-9301-4E3E-8592-E7A268A27B7A},2008-04-30T00:00:00.000Z
92,06,false,Alpes-Maritimes,7,FR,France,{1AAA549B-D0D0-4CFE-BE07-8F2858D44505},2008-04-30T00:00:00.000Z
93,07,false,Ard�che,7,FR,France,{7C566B51-1E45-4BFF-98B7-34CB813DE6E1},2008-04-30T00:00:00.000Z
94,08,false,Ardennes,7,FR,France,{91E9286B-E601-4F26-95E4-062865E515BF},2008-04-30T00:00:00.000Z
95,09,false,Ari�ge,7,FR,France,{FE5A9442-417C-48C3-B582-ED40B7813C2C},2008-04-30T00:00:00.000Z
96,10,false,Aube,7,FR,France,{519D0FB2-FFBF-4B4B-9112-58FEA32D84E6},2008-04-30T00:00:00.000Z
97,11,false,Aude,7,FR,France,{B451CE92-B0F6-47FF-8769-050050432C9C},2008-04-30T00:00:00.000Z
98,12,false,Aveyron,7,FR,France,{79CD2767-A7D9-4BD6-BEEC-D2CDF4DA0AF1},2008-04-30T00:00:00.000Z
99,13,false,Bouches du Rh�ne,7,FR,France,{32519BD3-40C2-4976-8579-0F1A7D2D3DE4},2008-04-30T00:00:00.000Z
100,14,false,Calvados,7,FR,France,{2BD91456-C8AE-4A5D-9270-A4A446ECCACB},2008-04-30T00:00:00.000Z
101,15,false,Cantal,7,FR,France,{01CEC802-20CE-4F96-B475-2AD263CEA9D0},2008-04-30T00:00:00.000Z
102,16,false,Charente,7,FR,France,{2659C871-80A6-4B8C-B70F-C797D0398BC4},2008-04-30T00:00:00.000Z
103,17,false,Charente-Maritime,7,FR,France,{00723E00-C976-401D-A92B-E582DF3D6E01},2008-04-30T00:00:00.000Z
104,18,false,Cher,7,FR,France,{6ADB6ECE-A89E-4B00-A886-90436ECD9B68},2008-04-30T00:00:00.000Z
105,19,false,Corr�ze,7,FR,France,{2363831B-B0BA-4976-92FA-1930817F66C4},2008-04-30T00:00:00.000Z
106,20,false,Corse,7,FR,France,{B424959C-9400-492B-9B4C-9F478B77A02C},2008-04-30T00:00:00.000Z
107,21,false,C�te d'Or,7,FR,France,{6E9C32D8-B47A-444E-818E-54ECCE0B779B},2008-04-30T00:00:00.000Z
108,22,false,C�tes-d'Armor,7,FR,France,{A18C188B-64AC-44F6-9928-EB8FC2B924FD},2008-04-30T00:00:00.000Z
109,23,false,Creuse,7,FR,France,{D745141E-8645-4309-ABAB-76A95A8B0A83},2008-04-30T00:00:00.000Z
110,24,false,Dordogne,7,FR,France,{6EBA51C3-31D2-4376-A4E2-9121B048768F},2008-04-30T00:00:00.000Z
111,25,false,Toubs,7,FR,France,{F0622EC9-4EB7-4019-9B08-FD2ED3F74B9B},2008-04-30T00:00:00.000Z
112,26,false,Dr�me,7,FR,France,{BE52295D-D7BD-4DC6-8862-82C0A03DBB30},2008-04-30T00:00:00.000Z
113,27,false,Eure,7,FR,France,{8D04729D-75EF-410E-9D04-A95FA51B4B02},2008-04-30T00:00:00.000Z
114,28,false,Eure et Loir,7,FR,France,{51CC8B1D-A2A1-440B-8105-BF0E6C74D213},2008-04-30T00:00:00.000Z
115,29,false,Finist�re,7,FR,France,{F35691E8-878A-4B62-90D8-3DE2FB7FAE1E},2008-04-30T00:00:00.000Z
116,30,false,Gard,7,FR,France,{486709B6-66CA-4778-8DDE-13783AF7F08B},2008-04-30T00:00:00.000Z
117,31,false,Garonne (Haute),7,FR,France,{D1C5AF23-8E71-4320-845F-D324D2D83011},2008-04-30T00:00:00.000Z
118,32,false,Gers,7,FR,France,{1E387594-EF10-401A-820E-58CC44C71D0C},2008-04-30T00:00:00.000Z
119,33,false,Gironde,7,FR,France,{90B73724-A580-44A6-A1CE-54F98235B83B},2008-04-30T00:00:00.000Z
120,34,false,H�rault,7,FR,France,{AB4408A6-1ACB-4AF4-9B1E-217636D7F3CA},2008-04-30T00:00:00.000Z
121,35,false,Ille et Vilaine,7,FR,France,{DAF07757-B0B3-49E9-AD2A-CB659ED2B2B4},2008-04-30T00:00:00.000Z
122,36,false,Indre,7,FR,France,{AA7107A6-C155-491D-9DF3-48CF033AF366},2008-04-30T00:00:00.000Z
123,37,false,Indre et Loire,7,FR,France,{E8B02FCC-964E-4FDC-AB7E-287F4DF5142B},2008-04-30T00:00:00.000Z
124,38,false,Is�re,7,FR,France,{9C594BA5-1A5B-4B65-8EBE-85BF850FE27B},2008-04-30T00:00:00.000Z
125,39,false,Jura,7,FR,France,{2D5E0BDE-F3C4-4887-B89F-DCA00BAB9D63},2008-04-30T00:00:00.000Z
126,40,false,Landes,7,FR,France,{95827758-97C8-4058-B5A5-AFEDFAF4F70F},2008-04-30T00:00:00.000Z
127,41,false,Loir et Cher,7,FR,France,{17EC707A-33F7-4261-86CB-9641C2927172},2008-04-30T00:00:00.000Z
128,42,false,Loire,7,FR,France,{58B4525B-5306-4390-9EE9-48E2D9502C02},2008-04-30T00:00:00.000Z
129,43,false,Loire (Haute),7,FR,France,{F18BA5B9-2168-4872-9C80-E7F097AB88E0},2008-04-30T00:00:00.000Z
130,44,false,Loire Atlantique,7,FR,France,{A87B21F6-4C5C-4735-8615-BBA99A16ACE2},2008-04-30T00:00:00.000Z
131,45,false,Loiret,7,FR,France,{CC67B8C0-BAB9-4978-8B61-FA985AE094E1},2008-04-30T00:00:00.000Z
132,46,false,Lot,7,FR,France,{FE593326-B0F0-433D-A060-7AA2D37D9CEA},2008-04-30T00:00:00.000Z
133,47,false,Lot et Garonne,7,FR,France,{4FF85D44-E027-4341-A3B2-B9BA564547F8},2008-04-30T00:00:00.000Z
134,48,false,Loz�re,7,FR,France,{B862BBAB-AEF6-4C4D-881F-4207254983C7},2008-04-30T00:00:00.000Z
135,49,false,Maine et Loire,7,FR,France,{EF2487E7-0965-4ABE-A06C-84CEF8964386},2008-04-30T00:00:00.000Z
136,50,false,Manche,7,FR,France,{8139979C-2881-4668-9A8E-A45154F809EA},2008-04-30T00:00:00.000Z
137,51,false,Marne,7,FR,France,{41B9CB24-50B3-43F7-9E0E-79D901BD45D0},2008-04-30T00:00:00.000Z
138,52,false,Marne (Haute),7,FR,France,{BABCE9D8-A133-4195-875F-1E65E48844C9},2008-04-30T00:00:00.000Z
139,53,false,Mayenne,7,FR,France,{59593A57-5319-43B4-AD3B-78ABCB6C12F2},2008-04-30T00:00:00.000Z
140,54,false,Meurthe et Moselle,7,FR,France,{8CE54442-ACF1-404D-AE17-540E4DA781AF},2008-04-30T00:00:00.000Z
141,55,false,Meuse,7,FR,France,{CA5ED35C-0542-43ED-8F15-A5E1C9C9AB90},2008-04-30T00:00:00.000Z
142,56,false,Morbihan,7,FR,France,{A1B147FE-14C8-4CB2-9902-C437FF44CE7B},2008-04-30T00:00:00.000Z
143,57,false,Moselle,7,FR,France,{23EC96B5-21EE-4769-BE59-812EAE26A216},2008-04-30T00:00:00.000Z
144,58,false,Ni�vre,7,FR,France,{C6088B46-64B3-492C-A4CD-F81B93F351A1},2008-04-30T00:00:00.000Z
145,59,false,Nord,7,FR,France,{70943DE7-D74A-4DE7-8DCF-3FEA66EFCFDB},2008-04-30T00:00:00.000Z
146,60,false,Oise,7,FR,France,{E15A21BC-1BDB-413E-93FB-0A81D6869068},2008-04-30T00:00:00.000Z
147,61,false,Orne,7,FR,France,{24753BB2-E1F6-4D1F-B659-81F2AD4A9458},2008-04-30T00:00:00.000Z
148,62,false,Pas de Calais,7,FR,France,{72450195-ED1E-4A21-8CC5-5AAC8EB9327A},2008-04-30T00:00:00.000Z
149,63,false,Puy de D�me,7,FR,France,{E222D130-0D35-4C6A-9A98-024A758FC677},2008-04-30T00:00:00.000Z
150,64,false,Pyr�n�es Atlantiques,7,FR,France,{F3B411D2-9E8C-4D53-AB5B-06016A44356B},2008-04-30T00:00:00.000Z
151,65,false,Pyr�n�es (Hautes),7,FR,France,{B5DCA57F-0714-4F42-81AF-0C5C9ECA01F9},2008-04-30T00:00:00.000Z
152,66,false,Pyr�n�es Orientales,7,FR,France,{0374FD8E-3A19-4A9B-BB9E-DB5871503AFE},2008-04-30T00:00:00.000Z
153,67,false,Rhin (Bas),7,FR,France,{196859B3-40C3-4D54-ABBD-EF6AA8386DF9},2008-04-30T00:00:00.000Z
154,68,false,Rhin (Haut),7,FR,France,{1192F8BF-CCA6-4CE2-BD08-2DD6E80B6CF6},2008-04-30T00:00:00.000Z
155,69,false,Rh�ne,7,FR,France,{D4F170D0-FF06-4A97-8DE3-9F377272AA74},2008-04-30T00:00:00.000Z
156,70,false,Sa�ne (Haute),7,FR,France,{546FEB94-3737-4698-BA0D-DC051C088939},2008-04-30T00:00:00.000Z
157,71,false,Sa�ne et Loire,7,FR,France,{5D86860E-614E-4940-9CC4-549077196D5A},2008-04-30T00:00:00.000Z
158,72,false,Sarthe,7,FR,France,{0E32D0E5-E9C9-404D-B500-180BEC6637D8},2008-04-30T00:00:00.000Z
159,73,false,Savoie,7,FR,France,{F8931EDE-4941-420B-8D87-11C8514BC080},2008-04-30T00:00:00.000Z
160,74,false,Savoie Haute,7,FR,France,{126AB534-FF0B-474E-AEFE-1CAA53C9C3A2},2008-04-30T00:00:00.000Z
161,75,false,Seine (Paris),7,FR,France,{E117A6FC-24B9-438B-86FF-8455107F4E9F},2008-04-30T00:00:00.000Z
162,76,false,Seine Maritime,7,FR,France,{46070A8D-2B94-4A05-A29B-189F7FFA7C56},2008-04-30T00:00:00.000Z
163,77,false,Seine et Marne,7,FR,France,{FD1511DB-0A30-4B14-B60E-D2247473415E},2008-04-30T00:00:00.000Z
164,78,false,Yveline,7,FR,France,{A111EB2E-3217-485A-A510-673C0843C615},2008-04-30T00:00:00.000Z
165,79,false,S�vres (Deux),7,FR,France,{38E0A3D9-E813-454C-BE54-6F019D687ECB},2008-04-30T00:00:00.000Z
166,80,false,Somme,7,FR,France,{8366DE5D-5615-4168-9104-4379F9E59090},2008-04-30T00:00:00.000Z
167,81,false,Tarne,7,FR,France,{406B4FD5-E4A8-4DB7-838B-8A33A617F242},2008-04-30T00:00:00.000Z
168,82,false,Tarne et Garonne,7,FR,France,{544F6F15-6359-45CA-B271-2A310E6CF151},2008-04-30T00:00:00.000Z
169,83,false,Var,7,FR,France,{08A673DC-6056-45B2-903C-976E8B6BD0B9},2008-04-30T00:00:00.000Z
170,84,false,Vaucluse,7,FR,France,{29691831-ACED-46F8-BAD2-A8C914B4F9F4},2008-04-30T00:00:00.000Z
171,85,false,La Vend�e,7,FR,France,{2A5A84C2-30B0-4791-8DA1-25E3DDE497D8},2008-04-30T00:00:00.000Z
172,86,false,Vienne,7,FR,France,{78A90D81-396C-431A-AA14-0751F2644B25},2008-04-30T00:00:00.000Z
173,87,false,Vienne (Haute),7,FR,France,{AB61F91C-50E3-45C3-A9D2-140940CECBF0},2008-04-30T00:00:00.000Z
174,88,false,Vosges,7,FR,France,{5A5CB4C2-72A1-40B7-A779-5A36B76E3942},2008-04-30T00:00:00.000Z
175,89,false,Yonne,7,FR,France,{3F8DE296-BEE5-4980-B81F-EBFCC1B16790},2008-04-30T00:00:00.000Z
176,90,false,Belford (Territoire de),7,FR,France,{76ADCAAA-4EB2-4AD8-893B-EF9F3CB5C6FB},2008-04-30T00:00:00.000Z
177,91,false,Essonne,7,FR,France,{35894A81-C267-4511-A706-99EA2C08181F},2008-04-30T00:00:00.000Z
178,92,false,Hauts de Seine,7,FR,France,{F8FD6D62-A913-4F10-9E42-D348EDA02BD9},2008-04-30T00:00:00.000Z
179,93,false,Seine Saint Denis,7,FR,France,{466C15BC-46EC-427D-99DB-98C380634527},2008-04-30T00:00:00.000Z
180,94,false,Val de Marne,7,FR,France,{FE0A2A02-FE1D-4B79-B970-167EC7F724FC},2008-04-30T00:00:00.000Z
181,95,false,Val d'Oise,7,FR,France,{E7580D97-910B-42B4-B4E2-72C8733889E0},2008-04-30T00:00:00.000Z
