WeightUnitMeasureCode,SizeUnitMeasureCode,ProductSubcategoryID,ProductID,ProductName,ProductNumber,MakeFlag,FinishedGoodsFlag,Color,SafetyStockLevel,ReorderPoint,StandardCost,ListPrice,Size,Weight,DaysToManufacture,ProductLine,Class,Style,SellStartDate,SellEndDate,DiscontinuedDate,ProductRowGUID,ProductModifiedDate,ProductSubcategoryName,ProductCategoryID,ProductCategoryName,ProductSubcategoryModifiedDateForJoin,SizeUnitMeasureName,WeightUnitMeasureName
,,,366,Thin-Jam Hex Nut 6,HJ-3824,false,false,,1000,750,0,0,,,0,,,,2008-04-30T00:00:00.000Z,,,{71E984C6-1D11-4CF2-BAEE-6C8DF494BDAD},2014-02-08T10:01:36.827Z,,,,,,
,,,367,Thin-Jam Hex Nut 3,HJ-5161,false,false,,1000,750,0,0,,,0,,,,2008-04-30T00:00:00.000Z,,,{EFC09CDB-ECD5-4DB5-9E27-277DDA6D7F50},2014-02-08T10:01:36.827Z,,,,,,
,,,368,Thin-Jam Hex Nut 4,HJ-5162,false,false,,1000,750,0,0,,,0,,,,2008-04-30T00:00:00.000Z,,,{0A0C93AA-D06C-48AA-99EB-20F2C8A6D6C4},2014-02-08T10:01:36.827Z,,,,,,
,,,369,Thin-Jam Hex Nut 13,HJ-5811,false,false,,1000,750,0,0,,,0,,,,2008-04-30T00:00:00.000Z,,,{A2728648-9517-4DEC-8606-D7D98ECD1E91},2014-02-08T10:01:36.827Z,,,,,,
,,,370,Thin-Jam Hex Nut 14,HJ-5818,false,false,,1000,750,0,0,,,0,,,,2008-04-30T00:00:00.000Z,,,{0A7AD37C-3696-4844-8633-9FDDCD5FCEFC},2014-02-08T10:01:36.827Z,,,,,,
,,,371,Thin-Jam Hex Nut 7,HJ-7161,false,false,,1000,750,0,0,,,0,,,,2008-04-30T00:00:00.000Z,,,{ACBB1DE1-680C-4034-A8C5-3C6B01E57AA7},2014-02-08T10:01:36.827Z,,,,,,
,,,372,Thin-Jam Hex Nut 8,HJ-7162,false,false,,1000,750,0,0,,,0,,,,2008-04-30T00:00:00.000Z,,,{A0DA8F8F-45FB-4E62-AB14-AA229087DE1E},2014-02-08T10:01:36.827Z,,,,,,
,,,373,Thin-Jam Hex Nut 12,HJ-9080,false,false,,1000,750,0,0,,,0,,,,2008-04-30T00:00:00.000Z,,,{DB99CBCD-F18D-4979-8DCF-1012F3B1CB15},2014-02-08T10:01:36.827Z,,,,,,
,,,374,Thin-Jam Hex Nut 11,HJ-9161,false,false,,1000,750,0,0,,,0,,,,2008-04-30T00:00:00.000Z,,,{EC2E54F5-9D07-4C26-B969-40F835395BE3},2014-02-08T10:01:36.827Z,,,,,,
,,,375,Hex Nut 5,HN-1024,false,false,,1000,750,0,0,,,0,,,,2008-04-30T00:00:00.000Z,,,{F2F3A14C-DF15-4957-966D-55E5FCAD1161},2014-02-08T10:01:36.827Z,,,,,,
,,,376,Hex Nut 6,HN-1032,false,false,,1000,750,0,0,,,0,,,,2008-04-30T00:00:00.000Z,,,{E73E44DD-F0B7-45D4-9066-E49F1B1FE7D0},2014-02-08T10:01:36.827Z,,,,,,
,,,377,Hex Nut 16,HN-1213,false,false,,1000,750,0,0,,,0,,,,2008-04-30T00:00:00.000Z,,,{2B2A5641-BFFE-4079-B9F0-8BF355BC3996},2014-02-08T10:01:36.827Z,,,,,,
,,,378,Hex Nut 17,HN-1220,false,false,,1000,750,0,0,,,0,,,,2008-04-30T00:00:00.000Z,,,{F70BBECD-5BE7-4EE9-A9E7-15786E622BA9},2014-02-08T10:01:36.827Z,,,,,,
,,,379,Hex Nut 7,HN-1224,false,false,,1000,750,0,0,,,0,,,,2008-04-30T00:00:00.000Z,,,{BA3631D1-33D6-4A2F-8413-758BFDA6F9C2},2014-02-08T10:01:36.827Z,,,,,,
,,,380,Hex Nut 8,HN-1420,false,false,,1000,750,0,0,,,0,,,,2008-04-30T00:00:00.000Z,,,{B478B33A-1FD5-4DB6-B99A-EB3B2A7C1623},2014-02-08T10:01:36.827Z,,,,,,
,,,381,Hex Nut 9,HN-1428,false,false,,1000,750,0,0,,,0,,,,2008-04-30T00:00:00.000Z,,,{DA46D979-59DF-456D-B5AE-E7E89FC589DF},2014-02-08T10:01:36.827Z,,,,,,
,,,382,Hex Nut 22,HN-3410,false,false,,1000,750,0,0,,,0,,,,2008-04-30T00:00:00.000Z,,,{2F457404-197D-4DDF-9868-A3AAD1B32D6B},2014-02-08T10:01:36.827Z,,,,,,
,,,383,Hex Nut 23,HN-3416,false,false,,1000,750,0,0,,,0,,,,2008-04-30T00:00:00.000Z,,,{5F02449E-96E5-4FC8-ADE0-8A9A7F533624},2014-02-08T10:01:36.827Z,,,,,,
,,,384,Hex Nut 12,HN-3816,false,false,,1000,750,0,0,,,0,,,,2008-04-30T00:00:00.000Z,,,{32C97696-7C3D-4793-A54B-3D73200BADBC},2014-02-08T10:01:36.827Z,,,,,,
,,,385,Hex Nut 13,HN-3824,false,false,,1000,750,0,0,,,0,,,,2008-04-30T00:00:00.000Z,,,{8F0902D0-274D-4A4B-8FDE-E37F53B2AB29},2014-02-08T10:01:36.827Z,,,,,,
,,,386,Hex Nut 1,HN-4402,false,false,,1000,750,0,0,,,0,,,,2008-04-30T00:00:00.000Z,,,{57456F8C-CB78-45EC-B9B8-21A9BE5C12F5},2014-02-08T10:01:36.827Z,,,,,,
,,,387,Hex Nut 10,HN-5161,false,false,,1000,750,0,0,,,0,,,,2008-04-30T00:00:00.000Z,,,{955811B4-2F17-48F0-A8B4-0C96CBA4AA6D},2014-02-08T10:01:36.827Z,,,,,,
,,,388,Hex Nut 11,HN-5162,false,false,,1000,750,0,0,,,0,,,,2008-04-30T00:00:00.000Z,,,{7D4BAD17-374F-4281-9AE5-49ABC3FE585D},2014-02-08T10:01:36.827Z,,,,,,
,,,389,Hex Nut 2,HN-5400,false,false,,1000,750,0,0,,,0,,,,2008-04-30T00:00:00.000Z,,,{17C4B7BA-8574-4EC7-BD3B-7A51ABA61F69},2014-02-08T10:01:36.827Z,,,,,,
,,,390,Hex Nut 20,HN-5811,false,false,,1000,750,0,0,,,0,,,,2008-04-30T00:00:00.000Z,,,{B4E990B7-B3F7-4F97-8F98-CE373833ADB4},2014-02-08T10:01:36.827Z,,,,,,
,,,391,Hex Nut 21,HN-5818,false,false,,1000,750,0,0,,,0,,,,2008-04-30T00:00:00.000Z,,,{433EE702-E028-4630-895C-8CDBD0F1FD89},2014-02-08T10:01:36.827Z,,,,,,
,,,392,Hex Nut 3,HN-6320,false,false,,1000,750,0,0,,,0,,,,2008-04-30T00:00:00.000Z,,,{EE76FAE0-161E-409C-A6F5-837B5B8B344D},2014-02-08T10:01:36.827Z,,,,,,
,,,393,Hex Nut 14,HN-7161,false,false,,1000,750,0,0,,,0,,,,2008-04-30T00:00:00.000Z,,,{EB10B88C-5351-4C06-AF51-116BAA48A2C8},2014-02-08T10:01:36.827Z,,,,,,
,,,394,Hex Nut 15,HN-7162,false,false,,1000,750,0,0,,,0,,,,2008-04-30T00:00:00.000Z,,,{35E28755-E8F0-47BE-A8BE-A20836DBE28D},2014-02-08T10:01:36.827Z,,,,,,
,,,395,Hex Nut 4,HN-8320,false,false,,1000,750,0,0,,,0,,,,2008-04-30T00:00:00.000Z,,,{69AB8D5E-6101-4203-81B1-794E923782EA},2014-02-08T10:01:36.827Z,,,,,,
,,,396,Hex Nut 18,HN-9161,false,false,,1000,750,0,0,,,0,,,,2008-04-30T00:00:00.000Z,,,{39D42384-66F6-4CCD-B471-0589FC3FC576},2014-02-08T10:01:36.827Z,,,,,,
,,,397,Hex Nut 19,HN-9168,false,false,,1000,750,0,0,,,0,,,,2008-04-30T00:00:00.000Z,,,{B63F827E-9055-4678-9E90-4FFD8D06D4D4},2014-02-08T10:01:36.827Z,,,,,,
,,,398,Handlebar Tube,HT-2981,true,false,,800,600,0,0,,,1,,,,2008-04-30T00:00:00.000Z,,,{9F88C58E-5CFA-46C9-8994-DA4F3FFE92ED},2014-02-08T10:01:36.827Z,,,,,,
,,,399,Head Tube,HT-8019,true,false,,800,600,0,0,,,1,,,,2008-04-30T00:00:00.000Z,,,{B047C048-B4FB-4F80-94BC-C5FC00A6F77F},2014-02-08T10:01:36.827Z,,,,,,
,,,400,LL Hub,HU-6280,true,false,,500,375,0,0,,,1,,L,,2008-04-30T00:00:00.000Z,,,{AB332DDA-DDA5-44AD-8C50-34FFACEFFA8E},2014-02-08T10:01:36.827Z,,,,,,
,,,401,HL Hub,HU-8998,true,false,,500,375,0,0,,,1,,,,2008-04-30T00:00:00.000Z,,,{D59403A3-D19E-4803-BDA2-B436A6416FDA},2014-02-08T10:01:36.827Z,,,,,,
,,,402,Keyed Washer,KW-4091,false,false,,1000,750,0,0,,,0,,,,2008-04-30T00:00:00.000Z,,,{43024784-2741-4CAB-A6DC-8050CE507F2E},2014-02-08T10:01:36.827Z,,,,,,
,,,403,External Lock Washer 3,LE-1000,false,false,,1000,750,0,0,,,0,,,,2008-04-30T00:00:00.000Z,,,{763412F0-6D53-43E2-B371-DCBED69F5E98},2014-02-08T10:01:36.827Z,,,,,,
,,,404,External Lock Washer 4,LE-1200,false,false,,1000,750,0,0,,,0,,,,2008-04-30T00:00:00.000Z,,,{89B6E84F-5C08-4CD9-B803-01F2CE24E417},2014-02-08T10:01:36.827Z,,,,,,
,,,405,External Lock Washer 9,LE-1201,false,false,,1000,750,0,0,,,0,,,,2008-04-30T00:00:00.000Z,,,{3330A721-E8CB-4E67-8D27-300DB68C2395},2014-02-08T10:01:36.827Z,,,,,,
,,,406,External Lock Washer 5,LE-1400,false,false,,1000,750,0,0,,,0,,,,2008-04-30T00:00:00.000Z,,,{39314098-768B-49F9-A777-AF2E3BB06B17},2014-02-08T10:01:36.827Z,,,,,,
,,,407,External Lock Washer 7,LE-3800,false,false,,1000,750,0,0,,,0,,,,2008-04-30T00:00:00.000Z,,,{93F7BC73-BD22-45A0-9F2E-A11932342E6B},2014-02-08T10:01:36.827Z,,,,,,
,,,408,External Lock Washer 6,LE-5160,false,false,,1000,750,0,0,,,0,,,,2008-04-30T00:00:00.000Z,,,{DC5F4CB0-A599-42CD-A96F-E9F01BC1DACC},2014-02-08T10:01:36.827Z,,,,,,
,,,409,External Lock Washer 1,LE-6000,false,false,,1000,750,0,0,,,0,,,,2008-04-30T00:00:00.000Z,,,{802B7687-BC74-43F8-98AE-2112166FACA7},2014-02-08T10:01:36.827Z,,,,,,
,,,410,External Lock Washer 8,LE-7160,false,false,,1000,750,0,0,,,0,,,,2008-04-30T00:00:00.000Z,,,{02C48826-21AD-41F3-85A6-BC9A85A4DCE4},2014-02-08T10:01:36.827Z,,,,,,
,,,411,External Lock Washer 2,LE-8000,false,false,,1000,750,0,0,,,0,,,,2008-04-30T00:00:00.000Z,,,{502A2A3D-CD72-43AD-8FB6-77505187EDF4},2014-02-08T10:01:36.827Z,,,,,,
,,,412,Internal Lock Washer 3,LI-1000,false,false,,1000,750,0,0,,,0,,,,2008-04-30T00:00:00.000Z,,,{F1168C45-E4D2-4C37-ADAD-B76EAF402B71},2014-02-08T10:01:36.827Z,,,,,,
,,,413,Internal Lock Washer 4,LI-1200,false,false,,1000,750,0,0,,,0,,,,2008-04-30T00:00:00.000Z,,,{7F7413BB-BAD2-47E4-9BC4-D98B194BE35D},2014-02-08T10:01:36.827Z,,,,,,
,,,414,Internal Lock Washer 9,LI-1201,false,false,,1000,750,0,0,,,0,,,,2008-04-30T00:00:00.000Z,,,{4F040109-8332-4FCF-8084-57E6D8C49283},2014-02-08T10:01:36.827Z,,,,,,
,,,415,Internal Lock Washer 5,LI-1400,false,false,,1000,750,0,0,,,0,,,,2008-04-30T00:00:00.000Z,,,{0C02F2CC-BDB4-4794-A4F9-0EB33F7545C2},2014-02-08T10:01:36.827Z,,,,,,
,,,416,Internal Lock Washer 7,LI-3800,false,false,,1000,750,0,0,,,0,,,,2008-04-30T00:00:00.000Z,,,{3C2AC5BC-3F49-4FA4-8340-BC4CDA983F46},2014-02-08T10:01:36.827Z,,,,,,
,,,417,Internal Lock Washer 6,LI-5160,false,false,,1000,750,0,0,,,0,,,,2008-04-30T00:00:00.000Z,,,{7F175DFE-1669-4EE9-8EEB-7B55FCE9961C},2014-02-08T10:01:36.827Z,,,,,,
,,,418,Internal Lock Washer 10,LI-5800,false,false,,1000,750,0,0,,,0,,,,2008-04-30T00:00:00.000Z,,,{C8323EEC-BDB2-4933-B3C6-24287638AD56},2014-02-08T10:01:36.827Z,,,,,,
,,,419,Internal Lock Washer 1,LI-6000,false,false,,1000,750,0,0,,,0,,,,2008-04-30T00:00:00.000Z,,,{71F8232D-2B59-41AC-99A1-F5EA197671B5},2014-02-08T10:01:36.827Z,,,,,,
,,,420,Internal Lock Washer 8,LI-7160,false,false,,1000,750,0,0,,,0,,,,2008-04-30T00:00:00.000Z,,,{E2F03586-02E8-4CD9-A342-1A8D65D393BD},2014-02-08T10:01:36.827Z,,,,,,
,,,421,Internal Lock Washer 2,LI-8000,false,false,,1000,750,0,0,,,0,,,,2008-04-30T00:00:00.000Z,,,{97741A88-92A1-4E72-B0AA-BCB198A1C378},2014-02-08T10:01:36.827Z,,,,,,
,,,422,Thin-Jam Lock Nut 9,LJ-1213,false,false,,1000,750,0,0,,,0,,,,2008-04-30T00:00:00.000Z,,,{7DA2613B-3347-4072-A1DC-943ADA161D7F},2014-02-08T10:01:36.827Z,,,,,,
,,,423,Thin-Jam Lock Nut 10,LJ-1220,false,false,,1000,750,0,0,,,0,,,,2008-04-30T00:00:00.000Z,,,{A88F15BE-2719-4741-93A4-2D96EF3712EB},2014-02-08T10:01:36.827Z,,,,,,
,,,424,Thin-Jam Lock Nut 1,LJ-1420,false,false,,1000,750,0,0,,,0,,,,2008-04-30T00:00:00.000Z,,,{48461E5D-D58A-47E5-8BA3-CE4430FCA611},2014-02-08T10:01:36.827Z,,,,,,
,,,425,Thin-Jam Lock Nut 2,LJ-1428,false,false,,1000,750,0,0,,,0,,,,2008-04-30T00:00:00.000Z,,,{36187EB6-AD84-47B7-A55E-2941D3435FE2},2014-02-08T10:01:36.827Z,,,,,,
,,,426,Thin-Jam Lock Nut 15,LJ-3410,false,false,,1000,750,0,0,,,0,,,,2008-04-30T00:00:00.000Z,,,{99215648-AFE8-4556-BC80-B6C62AE74FC8},2014-02-08T10:01:36.827Z,,,,,,
,,,427,Thin-Jam Lock Nut 16,LJ-3416,false,false,,1000,750,0,0,,,0,,,,2008-04-30T00:00:00.000Z,,,{B4FC4C32-049C-417F-BBB0-F19CDFD64252},2014-02-08T10:01:36.827Z,,,,,,
,,,428,Thin-Jam Lock Nut 5,LJ-3816,false,false,,1000,750,0,0,,,0,,,,2008-04-30T00:00:00.000Z,,,{A57B7915-2E65-49DE-87BA-ACD007C55ADB},2014-02-08T10:01:36.827Z,,,,,,
,,,429,Thin-Jam Lock Nut 6,LJ-3824,false,false,,1000,750,0,0,,,0,,,,2008-04-30T00:00:00.000Z,,,{5ABD940C-D61F-4108-8312-0EA97E469613},2014-02-08T10:01:36.827Z,,,,,,
,,,430,Thin-Jam Lock Nut 3,LJ-5161,false,false,,1000,750,0,0,,,0,,,,2008-04-30T00:00:00.000Z,,,{9883496F-4785-4BFC-8AF3-C357347B9F89},2014-02-08T10:01:36.827Z,,,,,,
,,,431,Thin-Jam Lock Nut 4,LJ-5162,false,false,,1000,750,0,0,,,0,,,,2008-04-30T00:00:00.000Z,,,{8C5EE683-D93C-4F25-9454-22FAA4C31365},2014-02-08T10:01:36.827Z,,,,,,
,,,432,Thin-Jam Lock Nut 13,LJ-5811,false,false,,1000,750,0,0,,,0,,,,2008-04-30T00:00:00.000Z,,,{38E4A447-3D3C-4087-ABAD-97F006525B52},2014-02-08T10:01:36.827Z,,,,,,
,,,433,Thin-Jam Lock Nut 14,LJ-5818,false,false,,1000,750,0,0,,,0,,,,2008-04-30T00:00:00.000Z,,,{DCE24B6C-76D8-4934-A4F6-C934364943EA},2014-02-08T10:01:36.827Z,,,,,,
,,,434,Thin-Jam Lock Nut 7,LJ-7161,false,false,,1000,750,0,0,,,0,,,,2008-04-30T00:00:00.000Z,,,{344AD07C-CCA5-4374-A3F3-8A7E0A1D9916},2014-02-08T10:01:36.827Z,,,,,,
,,,435,Thin-Jam Lock Nut 8,LJ-7162,false,false,,1000,750,0,0,,,0,,,,2008-04-30T00:00:00.000Z,,,{B2508CF2-C64F-493D-9DB4-0D6601AF1F73},2014-02-08T10:01:36.827Z,,,,,,
,,,436,Thin-Jam Lock Nut 12,LJ-9080,false,false,,1000,750,0,0,,,0,,,,2008-04-30T00:00:00.000Z,,,{5D3E589F-4584-406B-B9CC-3C8C060CB9A5},2014-02-08T10:01:36.827Z,,,,,,
,,,437,Thin-Jam Lock Nut 11,LJ-9161,false,false,,1000,750,0,0,,,0,,,,2008-04-30T00:00:00.000Z,,,{64169A28-161C-4737-B724-F42FFD99DE80},2014-02-08T10:01:36.827Z,,,,,,
