TransactionID	ProductID	ReferenceOrderID	ReferenceOrderLineID	TransactionDate	TransactionType	Quantity	ActualCost	ModifiedDate
100033	810	41623	0	2013-07-31 00:00:00	W	2	0	2013-07-31 00:00:00
100034	811	41624	0	2013-07-31 00:00:00	W	4	0	2013-07-31 00:00:00
100035	812	41625	0	2013-07-31 00:00:00	W	7	0	2013-07-31 00:00:00
100036	813	41626	0	2013-07-31 00:00:00	W	1	0	2013-07-31 00:00:00
100037	815	41627	0	2013-07-31 00:00:00	W	3	0	2013-07-31 00:00:00
100038	816	41628	0	2013-07-31 00:00:00	W	2	0	2013-07-31 00:00:00
100039	818	41629	0	2013-07-31 00:00:00	W	4	0	2013-07-31 00:00:00
100040	819	41630	0	2013-07-31 00:00:00	W	7	0	2013-07-31 00:00:00
100041	820	41631	0	2013-07-31 00:00:00	W	1	0	2013-07-31 00:00:00
100042	821	41632	0	2013-07-31 00:00:00	W	5	0	2013-07-31 00:00:00
100043	822	41633	0	2013-07-31 00:00:00	W	1	0	2013-07-31 00:00:00
100044	823	41634	0	2013-07-31 00:00:00	W	3	0	2013-07-31 00:00:00
100045	824	41635	0	2013-07-31 00:00:00	W	2	0	2013-07-31 00:00:00
100046	826	41636	0	2013-07-31 00:00:00	W	4	0	2013-07-31 00:00:00
100047	827	41637	0	2013-07-31 00:00:00	W	7	0	2013-07-31 00:00:00
100048	828	41638	0	2013-07-31 00:00:00	W	1	0	2013-07-31 00:00:00
100049	829	41639	0	2013-07-31 00:00:00	W	5	0	2013-07-31 00:00:00
100050	833	41640	0	2013-07-31 00:00:00	W	2	0	2013-07-31 00:00:00
100051	834	41641	0	2013-07-31 00:00:00	W	2	0	2013-07-31 00:00:00
100052	835	41642	0	2013-07-31 00:00:00	W	1	0	2013-07-31 00:00:00
100053	836	41643	0	2013-07-31 00:00:00	W	1	0	2013-07-31 00:00:00
100054	839	41644	0	2013-07-31 00:00:00	W	1	0	2013-07-31 00:00:00
100055	887	41645	0	2013-07-31 00:00:00	W	1	0	2013-07-31 00:00:00
100056	888	41646	0	2013-07-31 00:00:00	W	1	0	2013-07-31 00:00:00
100057	890	41647	0	2013-07-31 00:00:00	W	1	0	2013-07-31 00:00:00
100058	892	41648	0	2013-07-31 00:00:00	W	2	0	2013-07-31 00:00:00
100059	894	41649	0	2013-07-31 00:00:00	W	22	0	2013-07-31 00:00:00
100060	904	41650	0	2013-07-31 00:00:00	W	1	0	2013-07-31 00:00:00
100061	925	41651	0	2013-07-31 00:00:00	W	1	0	2013-07-31 00:00:00
100062	943	41652	0	2013-07-31 00:00:00	W	1	0	2013-07-31 00:00:00
100063	945	41653	0	2013-07-31 00:00:00	W	22	0	2013-07-31 00:00:00
100064	947	41654	0	2013-07-31 00:00:00	W	5	0	2013-07-31 00:00:00
100065	949	41655	0	2013-07-31 00:00:00	W	6	0	2013-07-31 00:00:00
100066	950	41656	0	2013-07-31 00:00:00	W	12	0	2013-07-31 00:00:00
100067	951	41657	0	2013-07-31 00:00:00	W	4	0	2013-07-31 00:00:00
100068	994	41658	0	2013-07-31 00:00:00	W	12	0	2013-07-31 00:00:00
100069	995	41659	0	2013-07-31 00:00:00	W	5	0	2013-07-31 00:00:00
100070	996	41660	0	2013-07-31 00:00:00	W	5	0	2013-07-31 00:00:00
100071	3	41661	0	2013-07-31 00:00:00	W	220	0	2013-07-31 00:00:00
100072	324	41662	0	2013-07-31 00:00:00	W	44	0	2013-07-31 00:00:00
100073	327	41663	0	2013-07-31 00:00:00	W	22	0	2013-07-31 00:00:00
100074	328	41664	0	2013-07-31 00:00:00	W	10	0	2013-07-31 00:00:00
100075	329	41665	0	2013-07-31 00:00:00	W	24	0	2013-07-31 00:00:00
100076	330	41666	0	2013-07-31 00:00:00	W	10	0	2013-07-31 00:00:00
100077	398	41667	0	2013-07-31 00:00:00	W	22	0	2013-07-31 00:00:00
100078	399	41668	0	2013-07-31 00:00:00	W	22	0	2013-07-31 00:00:00
100079	400	41669	0	2013-07-31 00:00:00	W	14	0	2013-07-31 00:00:00
100080	401	41670	0	2013-07-31 00:00:00	W	30	0	2013-07-31 00:00:00
100081	529	41671	0	2013-07-31 00:00:00	W	22	0	2013-07-31 00:00:00
100082	532	41672	0	2013-07-31 00:00:00	W	88	0	2013-07-31 00:00:00
100083	533	41673	0	2013-07-31 00:00:00	W	22	0	2013-07-31 00:00:00
100084	534	41674	0	2013-07-31 00:00:00	W	22	0	2013-07-31 00:00:00
100085	802	41675	0	2013-07-31 00:00:00	W	6	0	2013-07-31 00:00:00
100086	803	41676	0	2013-07-31 00:00:00	W	8	0	2013-07-31 00:00:00
100087	804	41677	0	2013-07-31 00:00:00	W	8	0	2013-07-31 00:00:00
100088	316	41678	0	2013-07-31 00:00:00	W	44	0	2013-07-31 00:00:00
100089	331	41679	0	2013-07-31 00:00:00	W	44	0	2013-07-31 00:00:00
100090	350	41680	0	2013-07-31 00:00:00	W	22	0	2013-07-31 00:00:00
100091	531	41681	0	2013-07-31 00:00:00	W	22	0	2013-07-31 00:00:00
100092	875	53450	1	2013-07-31 00:00:00	S	4	5
100093	953	53451	2	2013-07-31 00:00:00	S	2	874
100094	965	53451	1	2013-07-31 00:00:00	S	1	534
100095	712	53452	10	2013-07-31 00:00:00	S	2	5
100096	885	53452	31	2013-07-31 00:00:00	S	4	742
100097	886	53452	41	2013-07-31 00:00:00	S	1	246
100098	889	53452	32	2013-07-31 00:00:00	S	5	742
100099	892	53452	21	2013-07-31 00:00:00	S	1	742
100100	893	53452	40	2013-07-31 00:00:00	S	3	742
100101	894	53452	16	2013-07-31 00:00:00	S	1	89
100102	895	53452	9	2013-07-31 00:00:00	S	6	246
100103	896	53452	30	2013-07-31 00:00:00	S	4	246
100104	899	53452	28	2013-07-31 00:00:00	S	2	246
100105	900	53452	2	2013-07-31 00:00:00	S	1	246
100106	907	53452	19	2013-07-31 00:00:00	S	1	78
100107	914	53452	6	2013-07-31 00:00:00	S	2	20
100108	916	53452	20	2013-07-31 00:00:00	S	4	38
100109	941	53452	24	2013-07-31 00:00:00	S	3	59
100110	945	53452	37	2013-07-31 00:00:00	S	4	67
100111	947	53452	14	2013-07-31 00:00:00	S	4	67
100112	948	53452	23	2013-07-31 00:00:00	S	8	78
100113	949	53452	8	2013-07-31 00:00:00	S	4	129
100114	951	53452	18	2013-07-31 00:00:00	S	8	299
100115	952	53452	27	2013-07-31 00:00:00	S	4	14
100116	953	53452	4	2013-07-31 00:00:00	S	4	874
100117	954	53452	29	2013-07-31 00:00:00	S	1	1716
100118	955	53452	36	2013-07-31 00:00:00	S	3	1716
100119	956	53452	38	2013-07-31 00:00:00	S	2	1716
100120	957	53452	35	2013-07-31 00:00:00	S	1	1716
100121	958	53452	11	2013-07-31 00:00:00	S	4	534
100122	959	53452	43	2013-07-31 00:00:00	S	2	534
100123	960	53452	3	2013-07-31 00:00:00	S	2	534
100124	962	53452	42	2013-07-31 00:00:00	S	1	534
100125	963	53452	13	2013-07-31 00:00:00	S	1	534
100126	965	53452	39	2013-07-31 00:00:00	S	2	534
100127	966	53452	1	2013-07-31 00:00:00	S	4	1716
100128	967	53452	7	2013-07-31 00:00:00	S	3	1716
100129	968	53452	5	2013-07-31 00:00:00	S	5	1716
100130	969	53452	17	2013-07-31 00:00:00	S	2	1716
100131	970	53452	25	2013-07-31 00:00:00	S	3	874
100132	971	53452	22	2013-07-31 00:00:00	S	2	874
100133	972	53452	34	2013-07-31 00:00:00	S	1	874
100134	978	53452	15	2013-07-31 00:00:00	S	2	534
100135	979	53452	12	2013-07-31 00:00:00	S	6	534
100136	994	53452	33	2013-07-31 00:00:00	S	3	39
100137	996	53452	26	2013-07-31 00:00:00	S	1	89
100138	896	53453	1	2013-07-31 00:00:00	S	1	246
100139	707	53454	1	2013-07-31 00:00:00	S	6	20
100140	708	53454	42	2013-07-31 00:00:00	S	6	20
100141	711	53454	13	2013-07-31 00:00:00	S	2	20
100142	712	53454	28	2013-07-31 00:00:00	S	3	5
100143	714	53454	45	2013-07-31 00:00:00	S	7	32
100144	715	53454	17	2013-07-31 00:00:00	S	5	32
100145	743	53454	7	2013-07-31 00:00:00	S	4	998
100146	748	53454	21	2013-07-31 00:00:00	S	3	1009
100147	779	53454	14	2013-07-31 00:00:00	S	3	1670
100148	781	53454	43	2013-07-31 00:00:00	S	5	1670
100149	784	53454	39	2013-07-31 00:00:00	S	6	1652
100150	808	53454	22	2013-07-31 00:00:00	S	1	32
100151	809	53454	9	2013-07-31 00:00:00	S	2	45
100152	810	53454	31	2013-07-31 00:00:00	S	2	88
100153	859	53454	24	2013-07-31 00:00:00	S	3	15
100154	864	53454	37	2013-07-31 00:00:00	S	14	41
100155	865	53454	41	2013-07-31 00:00:00	S	4	41
100156	868	53454	5	2013-07-31 00:00:00	S	1	45
100157	869	53454	20	2013-07-31 00:00:00	S	24	45
100158	870	53454	19	2013-07-31 00:00:00	S	3	2
100159	876	53454	10	2013-07-31 00:00:00	S	8	72	2013-07-31 00:00:00
100160	877	53454	34	2013-07-31 00:00:00	S	2	4
100161	880	53454	18	2013-07-31 00:00:00	S	4	32
100162	881	53454	44	2013-07-31 00:00:00	S	6	35
100163	883	53454	40	2013-07-31 00:00:00	S	5	35
100164	884	53454	11	2013-07-31 00:00:00	S	10	35
100165	904	53454	30	2013-07-31 00:00:00	S	2	269
100166	905	53454	8	2013-07-31 00:00:00	S	4	269
100167	917	53454	32	2013-07-31 00:00:00	S	2	195
100168	918	53454	35	2013-07-31 00:00:00	S	3	195
100169	920	53454	25	2013-07-31 00:00:00	S	3	195
100170	924	53454	27	2013-07-31 00:00:00	S	2	184
100171	925	53454	23	2013-07-31 00:00:00	S	1	184
100172	935	53454	4	2013-07-31 00:00:00	S	1	29
100173	936	53454	29	2013-07-31 00:00:00	S	2	45
100174	937	53454	16	2013-07-31 00:00:00	S	2	59
100175	980	53454	26	2013-07-31 00:00:00	S	4	554
100176	982	53454	2	2013-07-31 00:00:00	S	1	554
100177	983	53454	33	2013-07-31 00:00:00	S	3	554
100178	984	53454	12	2013-07-31 00:00:00	S	1	406
100179	985	53454	36	2013-07-31 00:00:00	S	2	406
100180	986	53454	46	2013-07-31 00:00:00	S	2	406
100181	988	53454	6	2013-07-31 00:00:00	S	1	406
100182	989	53454	3	2013-07-31 00:00:00	S	3	388
100183	990	53454	47	2013-07-31 00:00:00	S	1	388
100184	991	53454	15	2013-07-31 00:00:00	S	1	388
100185	992	53454	48	2013-07-31 00:00:00	S	1	388
100186	993	53454	38	2013-07-31 00:00:00	S	1	388
100187	743	53455	21	2013-07-31 00:00:00	S	1	998
100188	748	53455	3	2013-07-31 00:00:00	S	1	1009
100189	780	53455	25	2013-07-31 00:00:00	S	5	1670
100190	783	53455	33	2013-07-31 00:00:00	S	5	1652
100191	784	53455	14	2013-07-31 00:00:00	S	2	1652
100192	808	53455	27	2013-07-31 00:00:00	S	2	32
100193	809	53455	10	2013-07-31 00:00:00	S	2	45
100194	810	53455	11	2013-07-31 00:00:00	S	1	88
100195	858	53455	24	2013-07-31 00:00:00	S	6	15
100196	867	53455	9	2013-07-31 00:00:00	S	8	45
100197	868	53455	34	2013-07-31 00:00:00	S	3	45
100198	869	53455	17	2013-07-31 00:00:00	S	16	45
100199	904	53455	28	2013-07-31 00:00:00	S	8	269
100200	906	53455	4	2013-07-31 00:00:00	S	4	269
100201	910	53455	15	2013-07-31 00:00:00	S	2	38
100202	917	53455	31	2013-07-31 00:00:00	S	5	195
100203	918	53455	2	2013-07-31 00:00:00	S	3	195
100204	920	53455	16	2013-07-31 00:00:00	S	1	195
100205	924	53455	7	2013-07-31 00:00:00	S	1	184
100206	926	53455	22	2013-07-31 00:00:00	S	1	184
100207	935	53455	6	2013-07-31 00:00:00	S	3	29
100208	936	53455	13	2013-07-31 00:00:00	S	3	45
100209	944	53455	20	2013-07-31 00:00:00	S	3	195
100210	981	53455	26	2013-07-31 00:00:00	S	2	554
100211	982	53455	23	2013-07-31 00:00:00	S	3	554
100212	984	53455	12	2013-07-31 00:00:00	S	2	406
100213	985	53455	5	2013-07-31 00:00:00	S	2	406
100214	987	53455	32	2013-07-31 00:00:00	S	2	406
100215	988	53455	1	2013-07-31 00:00:00	S	3	406
100216	989	53455	19	2013-07-31 00:00:00	S	1	388
100217	990	53455	30	2013-07-31 00:00:00	S	1	388
100218	991	53455	8	2013-07-31 00:00:00	S	1	388
100219	992	53455	29	2013-07-31 00:00:00	S	1	388
100220	993	53455	18	2013-07-31 00:00:00	S	1	388
100221	738	53456	25	2013-07-31 00:00:00	S	2	249
100222	792	53456	14	2013-07-31 00:00:00	S	2	1759
100223	793	53456	9	2013-07-31 00:00:00	S	3	1759
100224	794	53456	1	2013-07-31 00:00:00	S	1	1759
100225	795	53456	2	2013-07-31 00:00:00	S	1	1759
100226	796	53456	5	2013-07-31 00:00:00	S	1	1759
100227	797	53456	8	2013-07-31 00:00:00	S	1	806
100228	798	53456	23	2013-07-31 00:00:00	S	3	806
100229	799	53456	13	2013-07-31 00:00:00	S	3	806
100230	800	53456	3	2013-07-31 00:00:00	S	1	806
100231	801	53456	11	2013-07-31 00:00:00	S	2	806
100232	813	53456	6	2013-07-31 00:00:00	S	1	88
100233	835	53456	10	2013-07-31 00:00:00	S	2	440
100234	836	53456	22	2013-07-31 00:00:00	S	2	440
100235	859	53456	16	2013-07-31 00:00:00	S	1	15
100236	874	53456	17	2013-07-31 00:00:00	S	2	5
100237	875	53456	4	2013-07-31 00:00:00	S	11	5
100238	938	53456	15	2013-07-31 00:00:00	S	3	29
100239	939	53456	21	2013-07-31 00:00:00	S	1	45
100240	940	53456	18	2013-07-31 00:00:00	S	5	59
100241	973	53456	7	2013-07-31 00:00:00	S	1	1224
100242	974	53456	24	2013-07-31 00:00:00	S	2	1224
100243	975	53456	20	2013-07-31 00:00:00	S	1	1224
100244	997	53456	26	2013-07-31 00:00:00	S	2	388
100245	998	53456	12	2013-07-31 00:00:00	S	1	388
100246	999	53456	19	2013-07-31 00:00:00	S	3	388
100247	743	53457	4	2013-07-31 00:00:00	S	2	998
100248	747	53457	12	2013-07-31 00:00:00	S	1	998
100249	748	53457	33	2013-07-31 00:00:00	S	8	1009
100250	779	53457	24	2013-07-31 00:00:00	S	3	1670
100251	780	53457	1	2013-07-31 00:00:00	S	4	1670
100252	781	53457	18	2013-07-31 00:00:00	S	1	1670
100253	782	53457	37	2013-07-31 00:00:00	S	12	1652
100254	784	53457	25	2013-07-31 00:00:00	S	1	1652
100255	808	53457	13	2013-07-31 00:00:00	S	2	32
100256	809	53457	11	2013-07-31 00:00:00	S	2	45
100257	867	53457	20	2013-07-31 00:00:00	S	3	45
100258	868	53457	2	2013-07-31 00:00:00	S	2	45
100259	894	53457	35	2013-07-31 00:00:00	S	4	89
100260	904	53457	26	2013-07-31 00:00:00	S	2	269
100261	907	53457	32	2013-07-31 00:00:00	S	1	78
100262	908	53457	15	2013-07-31 00:00:00	S	1	20
100263	909	53457	16	2013-07-31 00:00:00	S	4	28
100264	910	53457	29	2013-07-31 00:00:00	S	2	38
100265	917	53457	14	2013-07-31 00:00:00	S	4	195
100266	918	53457	5	2013-07-31 00:00:00	S	3	195
100267	920	53457	34	2013-07-31 00:00:00	S	5	195
100268	924	53457	21	2013-07-31 00:00:00	S	8	184
100269	925	53457	8	2013-07-31 00:00:00	S	2	184
100270	926	53457	3	2013-07-31 00:00:00	S	3	184
100271	935	53457	28	2013-07-31 00:00:00	S	1	29
100272	936	53457	30	2013-07-31 00:00:00	S	4	45
100273	937	53457	19	2013-07-31 00:00:00	S	4	59
100274	945	53457	6	2013-07-31 00:00:00	S	8	67
100275	948	53457	36	2013-07-31 00:00:00	S	4	78
100276	949	53457	7	2013-07-31 00:00:00	S	3	129
100277	950	53457	22	2013-07-31 00:00:00	S	1	189
100278	981	53457	10	2013-07-31 00:00:00	S	2	554
100279	984	53457	23	2013-07-31 00:00:00	S	1	406
100280	985	53457	31	2013-07-31 00:00:00	S	2	406
100281	986	53457	38	2013-07-31 00:00:00	S	1	406
100282	991	53457	27	2013-07-31 00:00:00	S	2	388
100283	994	53457	17	2013-07-31 00:00:00	S	3	39
100284	996	53457	9	2013-07-31 00:00:00	S	2	89
100285	707	53458	23	2013-07-31 00:00:00	S	6	20
100286	708	53458	19	2013-07-31 00:00:00	S	6	20
100287	711	53458	8	2013-07-31 00:00:00	S	12	20
100288	712	53458	2	2013-07-31 00:00:00	S	19	5
100289	714	53458	38	2013-07-31 00:00:00	S	4	32
100290	715	53458	47	2013-07-31 00:00:00	S	18	32
100291	716	53458	10	2013-07-31 00:00:00	S	10	32
100292	858	53458	36	2013-07-31 00:00:00	S	3	15
100293	859	53458	24	2013-07-31 00:00:00	S	8	15
100294	860	53458	41	2013-07-31 00:00:00	S	6	15
100295	864	53458	31	2013-07-31 00:00:00	S	19	41
100296	865	53458	7	2013-07-31 00:00:00	S	18	41
100297	870	53458	17	2013-07-31 00:00:00	S	4	2
100298	873	53458	46	2013-07-31 00:00:00	S	3	1
100299	876	53458	40	2013-07-31 00:00:00	S	9	72	2013-07-31 00:00:00
100300	877	53458	4	2013-07-31 00:00:00	S	12	4
100301	880	53458	13	2013-07-31 00:00:00	S	6	32
100302	881	53458	37	2013-07-31 00:00:00	S	17	35
100303	883	53458	49	2013-07-31 00:00:00	S	16	35
100304	884	53458	33	2013-07-31 00:00:00	S	13	35
100305	885	53458	25	2013-07-31 00:00:00	S	12	742
100306	886	53458	48	2013-07-31 00:00:00	S	2	246
100307	887	53458	51	2013-07-31 00:00:00	S	1	742
100308	888	53458	28	2013-07-31 00:00:00	S	4	742
100309	889	53458	11	2013-07-31 00:00:00	S	14	742
100310	891	53458	3	2013-07-31 00:00:00	S	3	742
100311	892	53458	29	2013-07-31 00:00:00	S	8	742
100312	893	53458	44	2013-07-31 00:00:00	S	2	742
100313	895	53458	1	2013-07-31 00:00:00	S	2	246
100314	899	53458	27	2013-07-31 00:00:00	S	3	246
100315	900	53458	12	2013-07-31 00:00:00	S	1	246
100316	915	53458	5	2013-07-31 00:00:00	S	4	28
100317	916	53458	30	2013-07-31 00:00:00	S	4	38
100318	941	53458	42	2013-07-31 00:00:00	S	4	59
100319	946	53458	35	2013-07-31 00:00:00	S	4	34
100320	947	53458	34	2013-07-31 00:00:00	S	4	67
100321	953	53458	6	2013-07-31 00:00:00	S	12	874
100322	954	53458	16	2013-07-31 00:00:00	S	3	1716
100323	955	53458	39	2013-07-31 00:00:00	S	2	1716
100324	957	53458	15	2013-07-31 00:00:00	S	6	1716
100325	958	53458	32	2013-07-31 00:00:00	S	12	534
100326	959	53458	9	2013-07-31 00:00:00	S	6	534
100327	961	53458	43	2013-07-31 00:00:00	S	7	534
100328	962	53458	50	2013-07-31 00:00:00	S	13	534
100329	963	53458	22	2013-07-31 00:00:00	S	6	534
100330	965	53458	26	2013-07-31 00:00:00	S	9	534
100331	966	53458	45	2013-07-31 00:00:00	S	6	1716
100332	967	53458	18	2013-07-31 00:00:00	S	4	1716
100333	970	53458	14	2013-07-31 00:00:00	S	2	874
100334	972	53458	20	2013-07-31 00:00:00	S	11	874
100335	979	53458	21	2013-07-31 00:00:00	S	14	534
100336	707	53459	25	2013-07-31 00:00:00	S	6	20
100337	708	53459	46	2013-07-31 00:00:00	S	6	20
100338	711	53459	13	2013-07-31 00:00:00	S	7	20
100339	712	53459	42	2013-07-31 00:00:00	S	6	5
100340	714	53459	47	2013-07-31 00:00:00	S	4	32
100341	715	53459	24	2013-07-31 00:00:00	S	3	32
100342	716	53459	4	2013-07-31 00:00:00	S	6	32
100343	858	53459	31	2013-07-31 00:00:00	S	3	15
100344	859	53459	11	2013-07-31 00:00:00	S	6	15
100345	864	53459	17	2013-07-31 00:00:00	S	8	41
100346	865	53459	5	2013-07-31 00:00:00	S	2	41
100347	870	53459	9	2013-07-31 00:00:00	S	4	2
100348	876	53459	37	2013-07-31 00:00:00	S	2	72	2013-07-31 00:00:00
100349	877	53459	15	2013-07-31 00:00:00	S	6	4
100350	880	53459	2	2013-07-31 00:00:00	S	3	32
100351	881	53459	23	2013-07-31 00:00:00	S	5	35
100352	883	53459	38	2013-07-31 00:00:00	S	5	35
100353	884	53459	30	2013-07-31 00:00:00	S	10	35
100354	885	53459	14	2013-07-31 00:00:00	S	1	742
100355	886	53459	40	2013-07-31 00:00:00	S	3	246
100356	892	53459	20	2013-07-31 00:00:00	S	4	742
100357	893	53459	26	2013-07-31 00:00:00	S	4	742
100358	894	53459	39	2013-07-31 00:00:00	S	3	89
100359	895	53459	32	2013-07-31 00:00:00	S	2	246
100360	900	53459	34	2013-07-31 00:00:00	S	1	246
100361	907	53459	36	2013-07-31 00:00:00	S	1	78
100362	914	53459	44	2013-07-31 00:00:00	S	3	20
100363	916	53459	19	2013-07-31 00:00:00	S	2	38
100364	941	53459	10	2013-07-31 00:00:00	S	1	59
100365	945	53459	18	2013-07-31 00:00:00	S	4	67
100366	948	53459	6	2013-07-31 00:00:00	S	5	78
100367	949	53459	35	2013-07-31 00:00:00	S	1	129
100368	951	53459	45	2013-07-31 00:00:00	S	1	299
100369	952	53459	33	2013-07-31 00:00:00	S	6	14
100370	953	53459	29	2013-07-31 00:00:00	S	3	874
100371	955	53459	49	2013-07-31 00:00:00	S	1	1716
100372	956	53459	8	2013-07-31 00:00:00	S	1	1716
100373	957	53459	22	2013-07-31 00:00:00	S	3	1716
100374	960	53459	1	2013-07-31 00:00:00	S	2	534
100375	961	53459	43	2013-07-31 00:00:00	S	1	534
100376	963	53459	3	2013-07-31 00:00:00	S	2	534
100377	965	53459	12	2013-07-31 00:00:00	S	1	534
100378	966	53459	21	2013-07-31 00:00:00	S	2	1716
100379	968	53459	16	2013-07-31 00:00:00	S	1	1716
100380	969	53459	7	2013-07-31 00:00:00	S	2	1716
100381	971	53459	28	2013-07-31 00:00:00	S	4	874
100382	979	53459	27	2013-07-31 00:00:00	S	2	534
100383	994	53459	48	2013-07-31 00:00:00	S	2	39
100384	996	53459	41	2013-07-31 00:00:00	S	6	89
100385	707	53460	31	2013-07-31 00:00:00	S	10	20
100386	708	53460	45	2013-07-31 00:00:00	S	4	20
100387	711	53460	26	2013-07-31 00:00:00	S	7	20
100388	712	53460	30	2013-07-31 00:00:00	S	21	5
100389	714	53460	13	2013-07-31 00:00:00	S	16	32
100390	715	53460	12	2013-07-31 00:00:00	S	6	32
100391	716	53460	40	2013-07-31 00:00:00	S	9	32
100392	717	53460	44	2013-07-31 00:00:00	S	5	1059
100393	718	53460	14	2013-07-31 00:00:00	S	4	1059
100394	719	53460	7	2013-07-31 00:00:00	S	6	1059
100395	722	53460	1	2013-07-31 00:00:00	S	4	249
100396	723	53460	16	2013-07-31 00:00:00	S	4	249
100397	736	53460	52	2013-07-31 00:00:00	S	4	249
100398	738	53460	17	2013-07-31 00:00:00	S	8	249
100399	793	53460	3	2013-07-31 00:00:00	S	7	1759
100400	794	53460	46	2013-07-31 00:00:00	S	2	1759
100401	795	53460	9	2013-07-31 00:00:00	S	2	1759
100402	797	53460	50	2013-07-31 00:00:00	S	10	806
100403	798	53460	23	2013-07-31 00:00:00	S	9	806
100404	799	53460	51	2013-07-31 00:00:00	S	2	806
100405	801	53460	15	2013-07-31 00:00:00	S	4	806
100406	811	53460	28	2013-07-31 00:00:00	S	1	32
100407	813	53460	20	2013-07-31 00:00:00	S	1	88
100408	822	53460	22	2013-07-31 00:00:00	S	2	440
100409	833	53460	24	2013-07-31 00:00:00	S	5	440
100410	835	53460	18	2013-07-31 00:00:00	S	3	440
100411	836	53460	2	2013-07-31 00:00:00	S	3	440
100412	838	53460	33	2013-07-31 00:00:00	S	5	1059
100413	839	53460	41	2013-07-31 00:00:00	S	3	1059
100414	858	53460	21	2013-07-31 00:00:00	S	2	15
100415	859	53460	25	2013-07-31 00:00:00	S	4	15
100416	860	53460	8	2013-07-31 00:00:00	S	4	15
100417	864	53460	37	2013-07-31 00:00:00	S	24	41
100418	865	53460	19	2013-07-31 00:00:00	S	10	41
100419	870	53460	10	2013-07-31 00:00:00	S	8	2
100420	873	53460	32	2013-07-31 00:00:00	S	2	1
100421	874	53460	4	2013-07-31 00:00:00	S	3	5
100422	875	53460	29	2013-07-31 00:00:00	S	2	5
100423	876	53460	35	2013-07-31 00:00:00	S	18	72	2013-07-31 00:00:00
100424	877	53460	5	2013-07-31 00:00:00	S	6	4
100425	880	53460	36	2013-07-31 00:00:00	S	14	32
100426	881	53460	11	2013-07-31 00:00:00	S	12	35
100427	883	53460	27	2013-07-31 00:00:00	S	21	35
100428	884	53460	39	2013-07-31 00:00:00	S	23	35
100429	913	53460	49	2013-07-31 00:00:00	S	3	38
100430	938	53460	47	2013-07-31 00:00:00	S	4	29
100431	939	53460	48	2013-07-31 00:00:00	S	3	45
100432	940	53460	34	2013-07-31 00:00:00	S	2	59
