Date,DateKey,Year,Month,Day,DayOfWeek,Quarter,WeekOfYear,DayName,MonthName,IsWeekend
2014-11-11,20141111,2014,11,11,3,4,46,Tuesday,November,false
2014-11-12,20141112,2014,11,12,4,4,46,Wednesday,November,false
2014-11-13,20141113,2014,11,13,5,4,46,Thursday,November,false
2014-11-14,20141114,2014,11,14,6,4,46,Friday,November,false
2014-11-15,20141115,2014,11,15,7,4,46,Saturday,November,true
2014-11-16,20141116,2014,11,16,1,4,46,Sunday,November,true
2014-11-17,20141117,2014,11,17,2,4,47,Monday,November,false
2014-11-18,20141118,2014,11,18,3,4,47,Tuesday,November,false
2014-11-19,20141119,2014,11,19,4,4,47,Wednesday,November,false
2014-11-20,20141120,2014,11,20,5,4,47,Thursday,November,false
2014-11-21,20141121,2014,11,21,6,4,47,Friday,November,false
2014-11-22,20141122,2014,11,22,7,4,47,Saturday,November,true
2014-11-23,20141123,2014,11,23,1,4,47,Sunday,November,true
2014-11-24,20141124,2014,11,24,2,4,48,Monday,November,false
2014-11-25,20141125,2014,11,25,3,4,48,Tuesday,November,false
2014-11-26,20141126,2014,11,26,4,4,48,Wednesday,November,false
2014-11-27,20141127,2014,11,27,5,4,48,Thursday,November,false
2014-11-28,20141128,2014,11,28,6,4,48,Friday,November,false
2014-11-29,20141129,2014,11,29,7,4,48,Saturday,November,true
2014-11-30,20141130,2014,11,30,1,4,48,Sunday,November,true
2014-12-01,20141201,2014,12,1,2,4,49,Monday,December,false
2014-12-02,20141202,2014,12,2,3,4,49,Tuesday,December,false
2014-12-03,20141203,2014,12,3,4,4,49,Wednesday,December,false
2014-12-04,20141204,2014,12,4,5,4,49,Thursday,December,false
2014-12-05,20141205,2014,12,5,6,4,49,Friday,December,false
2014-12-06,20141206,2014,12,6,7,4,49,Saturday,December,true
2014-12-07,20141207,2014,12,7,1,4,49,Sunday,December,true
2014-12-08,20141208,2014,12,8,2,4,50,Monday,December,false
2014-12-09,20141209,2014,12,9,3,4,50,Tuesday,December,false
2014-12-10,20141210,2014,12,10,4,4,50,Wednesday,December,false
2014-12-11,20141211,2014,12,11,5,4,50,Thursday,December,false
2014-12-12,20141212,2014,12,12,6,4,50,Friday,December,false
2014-12-13,20141213,2014,12,13,7,4,50,Saturday,December,true
2014-12-14,20141214,2014,12,14,1,4,50,Sunday,December,true
2014-12-15,20141215,2014,12,15,2,4,51,Monday,December,false
2014-12-16,20141216,2014,12,16,3,4,51,Tuesday,December,false
2014-12-17,20141217,2014,12,17,4,4,51,Wednesday,December,false
2014-12-18,20141218,2014,12,18,5,4,51,Thursday,December,false
2014-12-19,20141219,2014,12,19,6,4,51,Friday,December,false
2014-12-20,20141220,2014,12,20,7,4,51,Saturday,December,true
2014-12-21,20141221,2014,12,21,1,4,51,Sunday,December,true
2014-12-22,20141222,2014,12,22,2,4,52,Monday,December,false
2014-12-23,20141223,2014,12,23,3,4,52,Tuesday,December,false
2014-12-24,20141224,2014,12,24,4,4,52,Wednesday,December,false
2014-12-25,20141225,2014,12,25,5,4,52,Thursday,December,false
2014-12-26,20141226,2014,12,26,6,4,52,Friday,December,false
2014-12-27,20141227,2014,12,27,7,4,52,Saturday,December,true
2014-12-28,20141228,2014,12,28,1,4,52,Sunday,December,true
2014-12-29,20141229,2014,12,29,2,4,1,Monday,December,false
2014-12-30,20141230,2014,12,30,3,4,1,Tuesday,December,false
2014-12-31,20141231,2014,12,31,4,4,1,Wednesday,December,false
2015-01-01,20150101,2015,1,1,5,1,1,Thursday,January,false
2015-01-02,20150102,2015,1,2,6,1,1,Friday,January,false
2015-01-03,20150103,2015,1,3,7,1,1,Saturday,January,true
2015-01-04,20150104,2015,1,4,1,1,1,Sunday,January,true
2015-01-05,20150105,2015,1,5,2,1,2,Monday,January,false
2015-01-06,20150106,2015,1,6,3,1,2,Tuesday,January,false
2015-01-07,20150107,2015,1,7,4,1,2,Wednesday,January,false
2015-01-08,20150108,2015,1,8,5,1,2,Thursday,January,false
2015-01-09,20150109,2015,1,9,6,1,2,Friday,January,false
2015-01-10,20150110,2015,1,10,7,1,2,Saturday,January,true
2015-01-11,20150111,2015,1,11,1,1,2,Sunday,January,true
2015-01-12,20150112,2015,1,12,2,1,3,Monday,January,false
2015-01-13,20150113,2015,1,13,3,1,3,Tuesday,January,false
2015-01-14,20150114,2015,1,14,4,1,3,Wednesday,January,false
2015-01-15,20150115,2015,1,15,5,1,3,Thursday,January,false
2015-01-16,20150116,2015,1,16,6,1,3,Friday,January,false
2015-01-17,20150117,2015,1,17,7,1,3,Saturday,January,true
2015-01-18,20150118,2015,1,18,1,1,3,Sunday,January,true
2015-01-19,20150119,2015,1,19,2,1,4,Monday,January,false
2015-01-20,20150120,2015,1,20,3,1,4,Tuesday,January,false
2015-01-21,20150121,2015,1,21,4,1,4,Wednesday,January,false
2015-01-22,20150122,2015,1,22,5,1,4,Thursday,January,false
2015-01-23,20150123,2015,1,23,6,1,4,Friday,January,false
2015-01-24,20150124,2015,1,24,7,1,4,Saturday,January,true
2015-01-25,20150125,2015,1,25,1,1,4,Sunday,January,true
2015-01-26,20150126,2015,1,26,2,1,5,Monday,January,false
2015-01-27,20150127,2015,1,27,3,1,5,Tuesday,January,false
2015-01-28,20150128,2015,1,28,4,1,5,Wednesday,January,false
2015-01-29,20150129,2015,1,29,5,1,5,Thursday,January,false
2015-01-30,20150130,2015,1,30,6,1,5,Friday,January,false
2015-01-31,20150131,2015,1,31,7,1,5,Saturday,January,true
2015-02-01,20150201,2015,2,1,1,1,5,Sunday,February,true
2015-02-02,20150202,2015,2,2,2,1,6,Monday,February,false
2015-02-03,20150203,2015,2,3,3,1,6,Tuesday,February,false
2015-02-04,20150204,2015,2,4,4,1,6,Wednesday,February,false
2015-02-05,20150205,2015,2,5,5,1,6,Thursday,February,false
2015-02-06,20150206,2015,2,6,6,1,6,Friday,February,false
2015-02-07,20150207,2015,2,7,7,1,6,Saturday,February,true
2015-02-08,20150208,2015,2,8,1,1,6,Sunday,February,true
2015-02-09,20150209,2015,2,9,2,1,7,Monday,February,false
2015-02-10,20150210,2015,2,10,3,1,7,Tuesday,February,false
2015-02-11,20150211,2015,2,11,4,1,7,Wednesday,February,false
2015-02-12,20150212,2015,2,12,5,1,7,Thursday,February,false
2015-02-13,20150213,2015,2,13,6,1,7,Friday,February,false
2015-02-14,20150214,2015,2,14,7,1,7,Saturday,February,true
2015-02-15,20150215,2015,2,15,1,1,7,Sunday,February,true
2015-02-16,20150216,2015,2,16,2,1,8,Monday,February,false
2015-02-17,20150217,2015,2,17,3,1,8,Tuesday,February,false
2015-02-18,20150218,2015,2,18,4,1,8,Wednesday,February,false
2015-02-19,20150219,2015,2,19,5,1,8,Thursday,February,false
2015-02-20,20150220,2015,2,20,6,1,8,Friday,February,false
2015-02-21,20150221,2015,2,21,7,1,8,Saturday,February,true
2015-02-22,20150222,2015,2,22,1,1,8,Sunday,February,true
2015-02-23,20150223,2015,2,23,2,1,9,Monday,February,false
2015-02-24,20150224,2015,2,24,3,1,9,Tuesday,February,false
2015-02-25,20150225,2015,2,25,4,1,9,Wednesday,February,false
2015-02-26,20150226,2015,2,26,5,1,9,Thursday,February,false
2015-02-27,20150227,2015,2,27,6,1,9,Friday,February,false
2015-02-28,20150228,2015,2,28,7,1,9,Saturday,February,true
2015-03-01,20150301,2015,3,1,1,1,9,Sunday,March,true
2015-03-02,20150302,2015,3,2,2,1,10,Monday,March,false
2015-03-03,20150303,2015,3,3,3,1,10,Tuesday,March,false
2015-03-04,20150304,2015,3,4,4,1,10,Wednesday,March,false
2015-03-05,20150305,2015,3,5,5,1,10,Thursday,March,false
2015-03-06,20150306,2015,3,6,6,1,10,Friday,March,false
2015-03-07,20150307,2015,3,7,7,1,10,Saturday,March,true
2015-03-08,20150308,2015,3,8,1,1,10,Sunday,March,true
2015-03-09,20150309,2015,3,9,2,1,11,Monday,March,false
2015-03-10,20150310,2015,3,10,3,1,11,Tuesday,March,false
2015-03-11,20150311,2015,3,11,4,1,11,Wednesday,March,false
2015-03-12,20150312,2015,3,12,5,1,11,Thursday,March,false
2015-03-13,20150313,2015,3,13,6,1,11,Friday,March,false
2015-03-14,20150314,2015,3,14,7,1,11,Saturday,March,true
2015-03-15,20150315,2015,3,15,1,1,11,Sunday,March,true
2015-03-16,20150316,2015,3,16,2,1,12,Monday,March,false
2015-03-17,20150317,2015,3,17,3,1,12,Tuesday,March,false
2015-03-18,20150318,2015,3,18,4,1,12,Wednesday,March,false
2015-03-19,20150319,2015,3,19,5,1,12,Thursday,March,false
2015-03-20,20150320,2015,3,20,6,1,12,Friday,March,false
2015-03-21,20150321,2015,3,21,7,1,12,Saturday,March,true
2015-03-22,20150322,2015,3,22,1,1,12,Sunday,March,true
2015-03-23,20150323,2015,3,23,2,1,13,Monday,March,false
2015-03-24,20150324,2015,3,24,3,1,13,Tuesday,March,false
2015-03-25,20150325,2015,3,25,4,1,13,Wednesday,March,false
2015-03-26,20150326,2015,3,26,5,1,13,Thursday,March,false
2015-03-27,20150327,2015,3,27,6,1,13,Friday,March,false
2015-03-28,20150328,2015,3,28,7,1,13,Saturday,March,true
2015-03-29,20150329,2015,3,29,1,1,13,Sunday,March,true
2015-03-30,20150330,2015,3,30,2,1,14,Monday,March,false
2015-03-31,20150331,2015,3,31,3,1,14,Tuesday,March,false
2015-04-01,20150401,2015,4,1,4,2,14,Wednesday,April,false
2015-04-02,20150402,2015,4,2,5,2,14,Thursday,April,false
2015-04-03,20150403,2015,4,3,6,2,14,Friday,April,false
2015-04-04,20150404,2015,4,4,7,2,14,Saturday,April,true
2015-04-05,20150405,2015,4,5,1,2,14,Sunday,April,true
2015-04-06,20150406,2015,4,6,2,2,15,Monday,April,false
2015-04-07,20150407,2015,4,7,3,2,15,Tuesday,April,false
2015-04-08,20150408,2015,4,8,4,2,15,Wednesday,April,false
2015-04-09,20150409,2015,4,9,5,2,15,Thursday,April,false
2015-04-10,20150410,2015,4,10,6,2,15,Friday,April,false
2015-04-11,20150411,2015,4,11,7,2,15,Saturday,April,true
2015-04-12,20150412,2015,4,12,1,2,15,Sunday,April,true
2015-04-13,20150413,2015,4,13,2,2,16,Monday,April,false
2015-04-14,20150414,2015,4,14,3,2,16,Tuesday,April,false
2015-04-15,20150415,2015,4,15,4,2,16,Wednesday,April,false
