Date,DateKey,Year,Month,Day,DayOfWeek,Quarter,WeekOfYear,DayName,MonthName,IsWeekend
2009-04-26,20090426,2009,4,26,1,2,17,Sunday,April,true
2009-04-27,20090427,2009,4,27,2,2,18,Monday,April,false
2009-04-28,20090428,2009,4,28,3,2,18,Tuesday,April,false
2009-04-29,20090429,2009,4,29,4,2,18,Wednesday,April,false
2009-04-30,20090430,2009,4,30,5,2,18,Thursday,April,false
2009-05-01,20090501,2009,5,1,6,2,18,Friday,May,false
2009-05-02,20090502,2009,5,2,7,2,18,Saturday,May,true
2009-05-03,20090503,2009,5,3,1,2,18,Sunday,May,true
2009-05-04,20090504,2009,5,4,2,2,19,Monday,May,false
2009-05-05,20090505,2009,5,5,3,2,19,Tuesday,May,false
2009-05-06,20090506,2009,5,6,4,2,19,Wednesday,May,false
2009-05-07,20090507,2009,5,7,5,2,19,Thursday,May,false
2009-05-08,20090508,2009,5,8,6,2,19,Friday,May,false
2009-05-09,20090509,2009,5,9,7,2,19,Saturday,May,true
2009-05-10,20090510,2009,5,10,1,2,19,Sunday,May,true
2009-05-11,20090511,2009,5,11,2,2,20,Monday,May,false
2009-05-12,20090512,2009,5,12,3,2,20,Tuesday,May,false
2009-05-13,20090513,2009,5,13,4,2,20,Wednesday,May,false
2009-05-14,20090514,2009,5,14,5,2,20,Thursday,May,false
2009-05-15,20090515,2009,5,15,6,2,20,Friday,May,false
2009-05-16,20090516,2009,5,16,7,2,20,Saturday,May,true
2009-05-17,20090517,2009,5,17,1,2,20,Sunday,May,true
2009-05-18,20090518,2009,5,18,2,2,21,Monday,May,false
2009-05-19,20090519,2009,5,19,3,2,21,Tuesday,May,false
2009-05-20,20090520,2009,5,20,4,2,21,Wednesday,May,false
2009-05-21,20090521,2009,5,21,5,2,21,Thursday,May,false
2009-05-22,20090522,2009,5,22,6,2,21,Friday,May,false
2009-05-23,20090523,2009,5,23,7,2,21,Saturday,May,true
2009-05-24,20090524,2009,5,24,1,2,21,Sunday,May,true
2009-05-25,20090525,2009,5,25,2,2,22,Monday,May,false
2009-05-26,20090526,2009,5,26,3,2,22,Tuesday,May,false
2009-05-27,20090527,2009,5,27,4,2,22,Wednesday,May,false
2009-05-28,20090528,2009,5,28,5,2,22,Thursday,May,false
2009-05-29,20090529,2009,5,29,6,2,22,Friday,May,false
2009-05-30,20090530,2009,5,30,7,2,22,Saturday,May,true
2009-05-31,20090531,2009,5,31,1,2,22,Sunday,May,true
2009-06-01,20090601,2009,6,1,2,2,23,Monday,June,false
2009-06-02,20090602,2009,6,2,3,2,23,Tuesday,June,false
2009-06-03,20090603,2009,6,3,4,2,23,Wednesday,June,false
2009-06-04,20090604,2009,6,4,5,2,23,Thursday,June,false
2009-06-05,20090605,2009,6,5,6,2,23,Friday,June,false
2009-06-06,20090606,2009,6,6,7,2,23,Saturday,June,true
2009-06-07,20090607,2009,6,7,1,2,23,Sunday,June,true
2009-06-08,20090608,2009,6,8,2,2,24,Monday,June,false
2009-06-09,20090609,2009,6,9,3,2,24,Tuesday,June,false
2009-06-10,20090610,2009,6,10,4,2,24,Wednesday,June,false
2009-06-11,20090611,2009,6,11,5,2,24,Thursday,June,false
2009-06-12,20090612,2009,6,12,6,2,24,Friday,June,false
2009-06-13,20090613,2009,6,13,7,2,24,Saturday,June,true
2009-06-14,20090614,2009,6,14,1,2,24,Sunday,June,true
2009-06-15,20090615,2009,6,15,2,2,25,Monday,June,false
2009-06-16,20090616,2009,6,16,3,2,25,Tuesday,June,false
2009-06-17,20090617,2009,6,17,4,2,25,Wednesday,June,false
2009-06-18,20090618,2009,6,18,5,2,25,Thursday,June,false
2009-06-19,20090619,2009,6,19,6,2,25,Friday,June,false
2009-06-20,20090620,2009,6,20,7,2,25,Saturday,June,true
2009-06-21,20090621,2009,6,21,1,2,25,Sunday,June,true
2009-06-22,20090622,2009,6,22,2,2,26,Monday,June,false
2009-06-23,20090623,2009,6,23,3,2,26,Tuesday,June,false
2009-06-24,20090624,2009,6,24,4,2,26,Wednesday,June,false
2009-06-25,20090625,2009,6,25,5,2,26,Thursday,June,false
2009-06-26,20090626,2009,6,26,6,2,26,Friday,June,false
2009-06-27,20090627,2009,6,27,7,2,26,Saturday,June,true
2009-06-28,20090628,2009,6,28,1,2,26,Sunday,June,true
2009-06-29,20090629,2009,6,29,2,2,27,Monday,June,false
2009-06-30,20090630,2009,6,30,3,2,27,Tuesday,June,false
2009-07-01,20090701,2009,7,1,4,3,27,Wednesday,July,false
2009-07-02,20090702,2009,7,2,5,3,27,Thursday,July,false
2009-07-03,20090703,2009,7,3,6,3,27,Friday,July,false
2009-07-04,20090704,2009,7,4,7,3,27,Saturday,July,true
2009-07-05,20090705,2009,7,5,1,3,27,Sunday,July,true
2009-07-06,20090706,2009,7,6,2,3,28,Monday,July,false
2009-07-07,20090707,2009,7,7,3,3,28,Tuesday,July,false
2009-07-08,20090708,2009,7,8,4,3,28,Wednesday,July,false
2009-07-09,20090709,2009,7,9,5,3,28,Thursday,July,false
2009-07-10,20090710,2009,7,10,6,3,28,Friday,July,false
2009-07-11,20090711,2009,7,11,7,3,28,Saturday,July,true
2009-07-12,20090712,2009,7,12,1,3,28,Sunday,July,true
2009-07-13,20090713,2009,7,13,2,3,29,Monday,July,false
2009-07-14,20090714,2009,7,14,3,3,29,Tuesday,July,false
2009-07-15,20090715,2009,7,15,4,3,29,Wednesday,July,false
2009-07-16,20090716,2009,7,16,5,3,29,Thursday,July,false
2009-07-17,20090717,2009,7,17,6,3,29,Friday,July,false
2009-07-18,20090718,2009,7,18,7,3,29,Saturday,July,true
2009-07-19,20090719,2009,7,19,1,3,29,Sunday,July,true
2009-07-20,20090720,2009,7,20,2,3,30,Monday,July,false
2009-07-21,20090721,2009,7,21,3,3,30,Tuesday,July,false
2009-07-22,20090722,2009,7,22,4,3,30,Wednesday,July,false
2009-07-23,20090723,2009,7,23,5,3,30,Thursday,July,false
2009-07-24,20090724,2009,7,24,6,3,30,Friday,July,false
2009-07-25,20090725,2009,7,25,7,3,30,Saturday,July,true
2009-07-26,20090726,2009,7,26,1,3,30,Sunday,July,true
2009-07-27,20090727,2009,7,27,2,3,31,Monday,July,false
2009-07-28,20090728,2009,7,28,3,3,31,Tuesday,July,false
2009-07-29,20090729,2009,7,29,4,3,31,Wednesday,July,false
2009-07-30,20090730,2009,7,30,5,3,31,Thursday,July,false
2009-07-31,20090731,2009,7,31,6,3,31,Friday,July,false
2009-08-01,20090801,2009,8,1,7,3,31,Saturday,August,true
2009-08-02,20090802,2009,8,2,1,3,31,Sunday,August,true
2009-08-03,20090803,2009,8,3,2,3,32,Monday,August,false
2009-08-04,20090804,2009,8,4,3,3,32,Tuesday,August,false
2009-08-05,20090805,2009,8,5,4,3,32,Wednesday,August,false
2009-08-06,20090806,2009,8,6,5,3,32,Thursday,August,false
2009-08-07,20090807,2009,8,7,6,3,32,Friday,August,false
2009-08-08,20090808,2009,8,8,7,3,32,Saturday,August,true
2009-08-09,20090809,2009,8,9,1,3,32,Sunday,August,true
2009-08-10,20090810,2009,8,10,2,3,33,Monday,August,false
2009-08-11,20090811,2009,8,11,3,3,33,Tuesday,August,false
2009-08-12,20090812,2009,8,12,4,3,33,Wednesday,August,false
2009-08-13,20090813,2009,8,13,5,3,33,Thursday,August,false
2009-08-14,20090814,2009,8,14,6,3,33,Friday,August,false
2009-08-15,20090815,2009,8,15,7,3,33,Saturday,August,true
2009-08-16,20090816,2009,8,16,1,3,33,Sunday,August,true
2009-08-17,20090817,2009,8,17,2,3,34,Monday,August,false
2009-08-18,20090818,2009,8,18,3,3,34,Tuesday,August,false
2009-08-19,20090819,2009,8,19,4,3,34,Wednesday,August,false
2009-08-20,20090820,2009,8,20,5,3,34,Thursday,August,false
2009-08-21,20090821,2009,8,21,6,3,34,Friday,August,false
2009-08-22,20090822,2009,8,22,7,3,34,Saturday,August,true
2009-08-23,20090823,2009,8,23,1,3,34,Sunday,August,true
2009-08-24,20090824,2009,8,24,2,3,35,Monday,August,false
2009-08-25,20090825,2009,8,25,3,3,35,Tuesday,August,false
2009-08-26,20090826,2009,8,26,4,3,35,Wednesday,August,false
2009-08-27,20090827,2009,8,27,5,3,35,Thursday,August,false
2009-08-28,20090828,2009,8,28,6,3,35,Friday,August,false
2009-08-29,20090829,2009,8,29,7,3,35,Saturday,August,true
2009-08-30,20090830,2009,8,30,1,3,35,Sunday,August,true
2009-08-31,20090831,2009,8,31,2,3,36,Monday,August,false
2009-09-01,20090901,2009,9,1,3,3,36,Tuesday,September,false
2009-09-02,20090902,2009,9,2,4,3,36,Wednesday,September,false
2009-09-03,20090903,2009,9,3,5,3,36,Thursday,September,false
2009-09-04,20090904,2009,9,4,6,3,36,Friday,September,false
2009-09-05,20090905,2009,9,5,7,3,36,Saturday,September,true
2009-09-06,20090906,2009,9,6,1,3,36,Sunday,September,true
2009-09-07,20090907,2009,9,7,2,3,37,Monday,September,false
2009-09-08,20090908,2009,9,8,3,3,37,Tuesday,September,false
2009-09-09,20090909,2009,9,9,4,3,37,Wednesday,September,false
2009-09-10,20090910,2009,9,10,5,3,37,Thursday,September,false
2009-09-11,20090911,2009,9,11,6,3,37,Friday,September,false
2009-09-12,20090912,2009,9,12,7,3,37,Saturday,September,true
2009-09-13,20090913,2009,9,13,1,3,37,Sunday,September,true
2009-09-14,20090914,2009,9,14,2,3,38,Monday,September,false
2009-09-15,20090915,2009,9,15,3,3,38,Tuesday,September,false
2009-09-16,20090916,2009,9,16,4,3,38,Wednesday,September,false
2009-09-17,20090917,2009,9,17,5,3,38,Thursday,September,false
2009-09-18,20090918,2009,9,18,6,3,38,Friday,September,false
2009-09-19,20090919,2009,9,19,7,3,38,Saturday,September,true
2009-09-20,20090920,2009,9,20,1,3,38,Sunday,September,true
2009-09-21,20090921,2009,9,21,2,3,39,Monday,September,false
2009-09-22,20090922,2009,9,22,3,3,39,Tuesday,September,false
2009-09-23,20090923,2009,9,23,4,3,39,Wednesday,September,false
2009-09-24,20090924,2009,9,24,5,3,39,Thursday,September,false
2009-09-25,20090925,2009,9,25,6,3,39,Friday,September,false
2009-09-26,20090926,2009,9,26,7,3,39,Saturday,September,true
2009-09-27,20090927,2009,9,27,1,3,39,Sunday,September,true
2009-09-28,20090928,2009,9,28,2,3,40,Monday,September,false
2009-09-29,20090929,2009,9,29,3,3,40,Tuesday,September,false
2009-09-30,20090930,2009,9,30,4,3,40,Wednesday,September,false
2009-10-01,20091001,2009,10,1,5,4,40,Thursday,October,false
2009-10-02,20091002,2009,10,2,6,4,40,Friday,October,false
2009-10-03,20091003,2009,10,3,7,4,40,Saturday,October,true
2009-10-04,20091004,2009,10,4,1,4,40,Sunday,October,true
2009-10-05,20091005,2009,10,5,2,4,41,Monday,October,false
2009-10-06,20091006,2009,10,6,3,4,41,Tuesday,October,false
2009-10-07,20091007,2009,10,7,4,4,41,Wednesday,October,false
2009-10-08,20091008,2009,10,8,5,4,41,Thursday,October,false
2009-10-09,20091009,2009,10,9,6,4,41,Friday,October,false
2009-10-10,20091010,2009,10,10,7,4,41,Saturday,October,true
