Date,DateKey,Year,Month,Day,DayOfWeek,Quarter,WeekOfYear,DayName,MonthName,IsWeekend
2010-06-11,20100611,2010,6,11,6,2,23,Friday,June,false
2010-06-12,20100612,2010,6,12,7,2,23,Saturday,June,true
2010-06-13,20100613,2010,6,13,1,2,23,Sunday,June,true
2010-06-14,20100614,2010,6,14,2,2,24,Monday,June,false
2010-06-15,20100615,2010,6,15,3,2,24,Tuesday,June,false
2010-06-16,20100616,2010,6,16,4,2,24,Wednesday,June,false
2010-06-17,20100617,2010,6,17,5,2,24,Thursday,June,false
2010-06-18,20100618,2010,6,18,6,2,24,Friday,June,false
2010-06-19,20100619,2010,6,19,7,2,24,Saturday,June,true
2010-06-20,20100620,2010,6,20,1,2,24,Sunday,June,true
2010-06-21,20100621,2010,6,21,2,2,25,Monday,June,false
2010-06-22,20100622,2010,6,22,3,2,25,Tuesday,June,false
2010-06-23,20100623,2010,6,23,4,2,25,Wednesday,June,false
2010-06-24,20100624,2010,6,24,5,2,25,Thursday,June,false
2010-06-25,20100625,2010,6,25,6,2,25,Friday,June,false
2010-06-26,20100626,2010,6,26,7,2,25,Saturday,June,true
2010-06-27,20100627,2010,6,27,1,2,25,Sunday,June,true
2010-06-28,20100628,2010,6,28,2,2,26,Monday,June,false
2010-06-29,20100629,2010,6,29,3,2,26,Tuesday,June,false
2010-06-30,20100630,2010,6,30,4,2,26,Wednesday,June,false
2010-07-01,20100701,2010,7,1,5,3,26,Thursday,July,false
2010-07-02,20100702,2010,7,2,6,3,26,Friday,July,false
2010-07-03,20100703,2010,7,3,7,3,26,Saturday,July,true
2010-07-04,20100704,2010,7,4,1,3,26,Sunday,July,true
2010-07-05,20100705,2010,7,5,2,3,27,Monday,July,false
2010-07-06,20100706,2010,7,6,3,3,27,Tuesday,July,false
2010-07-07,20100707,2010,7,7,4,3,27,Wednesday,July,false
2010-07-08,20100708,2010,7,8,5,3,27,Thursday,July,false
2010-07-09,20100709,2010,7,9,6,3,27,Friday,July,false
2010-07-10,20100710,2010,7,10,7,3,27,Saturday,July,true
2010-07-11,20100711,2010,7,11,1,3,27,Sunday,July,true
2010-07-12,20100712,2010,7,12,2,3,28,Monday,July,false
2010-07-13,20100713,2010,7,13,3,3,28,Tuesday,July,false
2010-07-14,20100714,2010,7,14,4,3,28,Wednesday,July,false
2010-07-15,20100715,2010,7,15,5,3,28,Thursday,July,false
2010-07-16,20100716,2010,7,16,6,3,28,Friday,July,false
2010-07-17,20100717,2010,7,17,7,3,28,Saturday,July,true
2010-07-18,20100718,2010,7,18,1,3,28,Sunday,July,true
2010-07-19,20100719,2010,7,19,2,3,29,Monday,July,false
2010-07-20,20100720,2010,7,20,3,3,29,Tuesday,July,false
2010-07-21,20100721,2010,7,21,4,3,29,Wednesday,July,false
2010-07-22,20100722,2010,7,22,5,3,29,Thursday,July,false
2010-07-23,20100723,2010,7,23,6,3,29,Friday,July,false
2010-07-24,20100724,2010,7,24,7,3,29,Saturday,July,true
2010-07-25,20100725,2010,7,25,1,3,29,Sunday,July,true
2010-07-26,20100726,2010,7,26,2,3,30,Monday,July,false
2010-07-27,20100727,2010,7,27,3,3,30,Tuesday,July,false
2010-07-28,20100728,2010,7,28,4,3,30,Wednesday,July,false
2010-07-29,20100729,2010,7,29,5,3,30,Thursday,July,false
2010-07-30,20100730,2010,7,30,6,3,30,Friday,July,false
2010-07-31,20100731,2010,7,31,7,3,30,Saturday,July,true
2010-08-01,20100801,2010,8,1,1,3,30,Sunday,August,true
2010-08-02,20100802,2010,8,2,2,3,31,Monday,August,false
2010-08-03,20100803,2010,8,3,3,3,31,Tuesday,August,false
2010-08-04,20100804,2010,8,4,4,3,31,Wednesday,August,false
2010-08-05,20100805,2010,8,5,5,3,31,Thursday,August,false
2010-08-06,20100806,2010,8,6,6,3,31,Friday,August,false
2010-08-07,20100807,2010,8,7,7,3,31,Saturday,August,true
2010-08-08,20100808,2010,8,8,1,3,31,Sunday,August,true
2010-08-09,20100809,2010,8,9,2,3,32,Monday,August,false
2010-08-10,20100810,2010,8,10,3,3,32,Tuesday,August,false
2010-08-11,20100811,2010,8,11,4,3,32,Wednesday,August,false
2010-08-12,20100812,2010,8,12,5,3,32,Thursday,August,false
2010-08-13,20100813,2010,8,13,6,3,32,Friday,August,false
2010-08-14,20100814,2010,8,14,7,3,32,Saturday,August,true
2010-08-15,20100815,2010,8,15,1,3,32,Sunday,August,true
2010-08-16,20100816,2010,8,16,2,3,33,Monday,August,false
2010-08-17,20100817,2010,8,17,3,3,33,Tuesday,August,false
2010-08-18,20100818,2010,8,18,4,3,33,Wednesday,August,false
2010-08-19,20100819,2010,8,19,5,3,33,Thursday,August,false
2010-08-20,20100820,2010,8,20,6,3,33,Friday,August,false
2010-08-21,20100821,2010,8,21,7,3,33,Saturday,August,true
2010-08-22,20100822,2010,8,22,1,3,33,Sunday,August,true
2010-08-23,20100823,2010,8,23,2,3,34,Monday,August,false
2010-08-24,20100824,2010,8,24,3,3,34,Tuesday,August,false
2010-08-25,20100825,2010,8,25,4,3,34,Wednesday,August,false
2010-08-26,20100826,2010,8,26,5,3,34,Thursday,August,false
2010-08-27,20100827,2010,8,27,6,3,34,Friday,August,false
2010-08-28,20100828,2010,8,28,7,3,34,Saturday,August,true
2010-08-29,20100829,2010,8,29,1,3,34,Sunday,August,true
2010-08-30,20100830,2010,8,30,2,3,35,Monday,August,false
2010-08-31,20100831,2010,8,31,3,3,35,Tuesday,August,false
2010-09-01,20100901,2010,9,1,4,3,35,Wednesday,September,false
2010-09-02,20100902,2010,9,2,5,3,35,Thursday,September,false
2010-09-03,20100903,2010,9,3,6,3,35,Friday,September,false
2010-09-04,20100904,2010,9,4,7,3,35,Saturday,September,true
2010-09-05,20100905,2010,9,5,1,3,35,Sunday,September,true
2010-09-06,20100906,2010,9,6,2,3,36,Monday,September,false
2010-09-07,20100907,2010,9,7,3,3,36,Tuesday,September,false
2010-09-08,20100908,2010,9,8,4,3,36,Wednesday,September,false
2010-09-09,20100909,2010,9,9,5,3,36,Thursday,September,false
2010-09-10,20100910,2010,9,10,6,3,36,Friday,September,false
2010-09-11,20100911,2010,9,11,7,3,36,Saturday,September,true
2010-09-12,20100912,2010,9,12,1,3,36,Sunday,September,true
2010-09-13,20100913,2010,9,13,2,3,37,Monday,September,false
2010-09-14,20100914,2010,9,14,3,3,37,Tuesday,September,false
2010-09-15,20100915,2010,9,15,4,3,37,Wednesday,September,false
2010-09-16,20100916,2010,9,16,5,3,37,Thursday,September,false
2010-09-17,20100917,2010,9,17,6,3,37,Friday,September,false
2010-09-18,20100918,2010,9,18,7,3,37,Saturday,September,true
2010-09-19,20100919,2010,9,19,1,3,37,Sunday,September,true
2010-09-20,20100920,2010,9,20,2,3,38,Monday,September,false
2010-09-21,20100921,2010,9,21,3,3,38,Tuesday,September,false
2010-09-22,20100922,2010,9,22,4,3,38,Wednesday,September,false
2010-09-23,20100923,2010,9,23,5,3,38,Thursday,September,false
2010-09-24,20100924,2010,9,24,6,3,38,Friday,September,false
2010-09-25,20100925,2010,9,25,7,3,38,Saturday,September,true
2010-09-26,20100926,2010,9,26,1,3,38,Sunday,September,true
2010-09-27,20100927,2010,9,27,2,3,39,Monday,September,false
2010-09-28,20100928,2010,9,28,3,3,39,Tuesday,September,false
2010-09-29,20100929,2010,9,29,4,3,39,Wednesday,September,false
2010-09-30,20100930,2010,9,30,5,3,39,Thursday,September,false
2010-10-01,20101001,2010,10,1,6,4,39,Friday,October,false
2010-10-02,20101002,2010,10,2,7,4,39,Saturday,October,true
2010-10-03,20101003,2010,10,3,1,4,39,Sunday,October,true
2010-10-04,20101004,2010,10,4,2,4,40,Monday,October,false
2010-10-05,20101005,2010,10,5,3,4,40,Tuesday,October,false
2010-10-06,20101006,2010,10,6,4,4,40,Wednesday,October,false
2010-10-07,20101007,2010,10,7,5,4,40,Thursday,October,false
2010-10-08,20101008,2010,10,8,6,4,40,Friday,October,false
2010-10-09,20101009,2010,10,9,7,4,40,Saturday,October,true
2010-10-10,20101010,2010,10,10,1,4,40,Sunday,October,true
2010-10-11,20101011,2010,10,11,2,4,41,Monday,October,false
2010-10-12,20101012,2010,10,12,3,4,41,Tuesday,October,false
2010-10-13,20101013,2010,10,13,4,4,41,Wednesday,October,false
2010-10-14,20101014,2010,10,14,5,4,41,Thursday,October,false
2010-10-15,20101015,2010,10,15,6,4,41,Friday,October,false
2010-10-16,20101016,2010,10,16,7,4,41,Saturday,October,true
2010-10-17,20101017,2010,10,17,1,4,41,Sunday,October,true
2010-10-18,20101018,2010,10,18,2,4,42,Monday,October,false
2010-10-19,20101019,2010,10,19,3,4,42,Tuesday,October,false
2010-10-20,20101020,2010,10,20,4,4,42,Wednesday,October,false
2010-10-21,20101021,2010,10,21,5,4,42,Thursday,October,false
2010-10-22,20101022,2010,10,22,6,4,42,Friday,October,false
2010-10-23,20101023,2010,10,23,7,4,42,Saturday,October,true
2010-10-24,20101024,2010,10,24,1,4,42,Sunday,October,true
2010-10-25,20101025,2010,10,25,2,4,43,Monday,October,false
2010-10-26,20101026,2010,10,26,3,4,43,Tuesday,October,false
2010-10-27,20101027,2010,10,27,4,4,43,Wednesday,October,false
2010-10-28,20101028,2010,10,28,5,4,43,Thursday,October,false
2010-10-29,20101029,2010,10,29,6,4,43,Friday,October,false
2010-10-30,20101030,2010,10,30,7,4,43,Saturday,October,true
2010-10-31,20101031,2010,10,31,1,4,43,Sunday,October,true
2010-11-01,20101101,2010,11,1,2,4,44,Monday,November,false
2010-11-02,20101102,2010,11,2,3,4,44,Tuesday,November,false
2010-11-03,20101103,2010,11,3,4,4,44,Wednesday,November,false
2010-11-04,20101104,2010,11,4,5,4,44,Thursday,November,false
2010-11-05,20101105,2010,11,5,6,4,44,Friday,November,false
2010-11-06,20101106,2010,11,6,7,4,44,Saturday,November,true
2010-11-07,20101107,2010,11,7,1,4,44,Sunday,November,true
2010-11-08,20101108,2010,11,8,2,4,45,Monday,November,false
2010-11-09,20101109,2010,11,9,3,4,45,Tuesday,November,false
2010-11-10,20101110,2010,11,10,4,4,45,Wednesday,November,false
2010-11-11,20101111,2010,11,11,5,4,45,Thursday,November,false
2010-11-12,20101112,2010,11,12,6,4,45,Friday,November,false
2010-11-13,20101113,2010,11,13,7,4,45,Saturday,November,true
2010-11-14,20101114,2010,11,14,1,4,45,Sunday,November,true
2010-11-15,20101115,2010,11,15,2,4,46,Monday,November,false
2010-11-16,20101116,2010,11,16,3,4,46,Tuesday,November,false
