Date,DateKey,Year,Month,Day,DayOfWeek,Quarter,WeekOfYear,DayName,MonthName,IsWeekend
2008-08-18,20080818,2008,8,18,2,3,34,Monday,August,false
2008-08-19,20080819,2008,8,19,3,3,34,Tuesday,August,false
2008-08-20,20080820,2008,8,20,4,3,34,Wednesday,August,false
2008-08-21,20080821,2008,8,21,5,3,34,Thursday,August,false
2008-08-22,20080822,2008,8,22,6,3,34,Friday,August,false
2008-08-23,20080823,2008,8,23,7,3,34,Saturday,August,true
2008-08-24,20080824,2008,8,24,1,3,34,Sunday,August,true
2008-08-25,20080825,2008,8,25,2,3,35,Monday,August,false
2008-08-26,20080826,2008,8,26,3,3,35,Tuesday,August,false
2008-08-27,20080827,2008,8,27,4,3,35,Wednesday,August,false
2008-08-28,20080828,2008,8,28,5,3,35,Thursday,August,false
2008-08-29,20080829,2008,8,29,6,3,35,Friday,August,false
2008-08-30,20080830,2008,8,30,7,3,35,Saturday,August,true
2008-08-31,20080831,2008,8,31,1,3,35,Sunday,August,true
2008-09-01,20080901,2008,9,1,2,3,36,Monday,September,false
2008-09-02,20080902,2008,9,2,3,3,36,Tuesday,September,false
2008-09-03,20080903,2008,9,3,4,3,36,Wednesday,September,false
