Date,DateKey,Year,Month,Day,DayOfWeek,Quarter,WeekOfYear,DayName,MonthName,IsWeekend
2006-11-06,20061106,2006,11,6,2,4,45,Monday,November,false
2006-11-07,20061107,2006,11,7,3,4,45,Tuesday,November,false
2006-11-08,20061108,2006,11,8,4,4,45,Wednesday,November,false
2006-11-09,20061109,2006,11,9,5,4,45,Thursday,November,false
2006-11-10,20061110,2006,11,10,6,4,45,Friday,November,false
2006-11-11,20061111,2006,11,11,7,4,45,Saturday,November,true
2006-11-12,20061112,2006,11,12,1,4,45,Sunday,November,true
2006-11-13,20061113,2006,11,13,2,4,46,Monday,November,false
2006-11-14,20061114,2006,11,14,3,4,46,Tuesday,November,false
2006-11-15,20061115,2006,11,15,4,4,46,Wednesday,November,false
2006-11-16,20061116,2006,11,16,5,4,46,Thursday,November,false
2006-11-17,20061117,2006,11,17,6,4,46,Friday,November,false
2006-11-18,20061118,2006,11,18,7,4,46,Saturday,November,true
2006-11-19,20061119,2006,11,19,1,4,46,Sunday,November,true
2006-11-20,20061120,2006,11,20,2,4,47,Monday,November,false
2006-11-21,20061121,2006,11,21,3,4,47,Tuesday,November,false
2006-11-22,20061122,2006,11,22,4,4,47,Wednesday,November,false
2006-11-23,20061123,2006,11,23,5,4,47,Thursday,November,false
2006-11-24,20061124,2006,11,24,6,4,47,Friday,November,false
2006-11-25,20061125,2006,11,25,7,4,47,Saturday,November,true
2006-11-26,20061126,2006,11,26,1,4,47,Sunday,November,true
2006-11-27,20061127,2006,11,27,2,4,48,Monday,November,false
2006-11-28,20061128,2006,11,28,3,4,48,Tuesday,November,false
2006-11-29,20061129,2006,11,29,4,4,48,Wednesday,November,false
2006-11-30,20061130,2006,11,30,5,4,48,Thursday,November,false
2006-12-01,20061201,2006,12,1,6,4,48,Friday,December,false
2006-12-02,20061202,2006,12,2,7,4,48,Saturday,December,true
2006-12-03,20061203,2006,12,3,1,4,48,Sunday,December,true
2006-12-04,20061204,2006,12,4,2,4,49,Monday,December,false
2006-12-05,20061205,2006,12,5,3,4,49,Tuesday,December,false
2006-12-06,20061206,2006,12,6,4,4,49,Wednesday,December,false
2006-12-07,20061207,2006,12,7,5,4,49,Thursday,December,false
2006-12-08,20061208,2006,12,8,6,4,49,Friday,December,false
2006-12-09,20061209,2006,12,9,7,4,49,Saturday,December,true
2006-12-10,20061210,2006,12,10,1,4,49,Sunday,December,true
2006-12-11,20061211,2006,12,11,2,4,50,Monday,December,false
2006-12-12,20061212,2006,12,12,3,4,50,Tuesday,December,false
2006-12-13,20061213,2006,12,13,4,4,50,Wednesday,December,false
2006-12-14,20061214,2006,12,14,5,4,50,Thursday,December,false
2006-12-15,20061215,2006,12,15,6,4,50,Friday,December,false
2006-12-16,20061216,2006,12,16,7,4,50,Saturday,December,true
2006-12-17,20061217,2006,12,17,1,4,50,Sunday,December,true
2006-12-18,20061218,2006,12,18,2,4,51,Monday,December,false
2006-12-19,20061219,2006,12,19,3,4,51,Tuesday,December,false
2006-12-20,20061220,2006,12,20,4,4,51,Wednesday,December,false
2006-12-21,20061221,2006,12,21,5,4,51,Thursday,December,false
2006-12-22,20061222,2006,12,22,6,4,51,Friday,December,false
2006-12-23,20061223,2006,12,23,7,4,51,Saturday,December,true
2006-12-24,20061224,2006,12,24,1,4,51,Sunday,December,true
2006-12-25,20061225,2006,12,25,2,4,52,Monday,December,false
2006-12-26,20061226,2006,12,26,3,4,52,Tuesday,December,false
2006-12-27,20061227,2006,12,27,4,4,52,Wednesday,December,false
2006-12-28,20061228,2006,12,28,5,4,52,Thursday,December,false
2006-12-29,20061229,2006,12,29,6,4,52,Friday,December,false
2006-12-30,20061230,2006,12,30,7,4,52,Saturday,December,true
2006-12-31,20061231,2006,12,31,1,4,52,Sunday,December,true
2007-01-01,20070101,2007,1,1,2,1,1,Monday,January,false
2007-01-02,20070102,2007,1,2,3,1,1,Tuesday,January,false
2007-01-03,20070103,2007,1,3,4,1,1,Wednesday,January,false
2007-01-04,20070104,2007,1,4,5,1,1,Thursday,January,false
2007-01-05,20070105,2007,1,5,6,1,1,Friday,January,false
2007-01-06,20070106,2007,1,6,7,1,1,Saturday,January,true
2007-01-07,20070107,2007,1,7,1,1,1,Sunday,January,true
2007-01-08,20070108,2007,1,8,2,1,2,Monday,January,false
2007-01-09,20070109,2007,1,9,3,1,2,Tuesday,January,false
