Date,DateKey,Year,Month,Day,DayOfWeek,Quarter,WeekOfYear,DayName,MonthName,IsWeekend
2008-01-04,20080104,2008,1,4,6,1,1,Friday,January,false
2008-01-05,20080105,2008,1,5,7,1,1,Saturday,January,true
2008-01-06,20080106,2008,1,6,1,1,1,Sunday,January,true
2008-01-07,20080107,2008,1,7,2,1,2,Monday,January,false
2008-01-08,20080108,2008,1,8,3,1,2,Tuesday,January,false
2008-01-09,20080109,2008,1,9,4,1,2,Wednesday,January,false
2008-01-10,20080110,2008,1,10,5,1,2,Thursday,January,false
2008-01-11,20080111,2008,1,11,6,1,2,Friday,January,false
2008-01-12,20080112,2008,1,12,7,1,2,Saturday,January,true
2008-01-13,20080113,2008,1,13,1,1,2,Sunday,January,true
2008-01-14,20080114,2008,1,14,2,1,3,Monday,January,false
2008-01-15,20080115,2008,1,15,3,1,3,Tuesday,January,false
2008-01-16,20080116,2008,1,16,4,1,3,Wednesday,January,false
2008-01-17,20080117,2008,1,17,5,1,3,Thursday,January,false
2008-01-18,20080118,2008,1,18,6,1,3,Friday,January,false
2008-01-19,20080119,2008,1,19,7,1,3,Saturday,January,true
2008-01-20,20080120,2008,1,20,1,1,3,Sunday,January,true
2008-01-21,20080121,2008,1,21,2,1,4,Monday,January,false
2008-01-22,20080122,2008,1,22,3,1,4,Tuesday,January,false
2008-01-23,20080123,2008,1,23,4,1,4,Wednesday,January,false
2008-01-24,20080124,2008,1,24,5,1,4,Thursday,January,false
2008-01-25,20080125,2008,1,25,6,1,4,Friday,January,false
2008-01-26,20080126,2008,1,26,7,1,4,Saturday,January,true
2008-01-27,20080127,2008,1,27,1,1,4,Sunday,January,true
2008-01-28,20080128,2008,1,28,2,1,5,Monday,January,false
2008-01-29,20080129,2008,1,29,3,1,5,Tuesday,January,false
2008-01-30,20080130,2008,1,30,4,1,5,Wednesday,January,false
2008-01-31,20080131,2008,1,31,5,1,5,Thursday,January,false
2008-02-01,20080201,2008,2,1,6,1,5,Friday,February,false
2008-02-02,20080202,2008,2,2,7,1,5,Saturday,February,true
2008-02-03,20080203,2008,2,3,1,1,5,Sunday,February,true
2008-02-04,20080204,2008,2,4,2,1,6,Monday,February,false
2008-02-05,20080205,2008,2,5,3,1,6,Tuesday,February,false
2008-02-06,20080206,2008,2,6,4,1,6,Wednesday,February,false
2008-02-07,20080207,2008,2,7,5,1,6,Thursday,February,false
2008-02-08,20080208,2008,2,8,6,1,6,Friday,February,false
2008-02-09,20080209,2008,2,9,7,1,6,Saturday,February,true
2008-02-10,20080210,2008,2,10,1,1,6,Sunday,February,true
2008-02-11,20080211,2008,2,11,2,1,7,Monday,February,false
2008-02-12,20080212,2008,2,12,3,1,7,Tuesday,February,false
2008-02-13,20080213,2008,2,13,4,1,7,Wednesday,February,false
2008-02-14,20080214,2008,2,14,5,1,7,Thursday,February,false
2008-02-15,20080215,2008,2,15,6,1,7,Friday,February,false
