Date,DateKey,Year,Month,Day,DayOfWeek,Quarter,WeekOfYear,DayName,MonthName,IsWeekend
2008-11-08,20081108,2008,11,8,7,4,45,Saturday,November,true
2008-11-09,20081109,2008,11,9,1,4,45,Sunday,November,true
2008-11-10,20081110,2008,11,10,2,4,46,Monday,November,false
2008-11-11,20081111,2008,11,11,3,4,46,Tuesday,November,false
2008-11-12,20081112,2008,11,12,4,4,46,Wednesday,November,false
2008-11-13,20081113,2008,11,13,5,4,46,Thursday,November,false
2008-11-14,20081114,2008,11,14,6,4,46,Friday,November,false
2008-11-15,20081115,2008,11,15,7,4,46,Saturday,November,true
2008-11-16,20081116,2008,11,16,1,4,46,Sunday,November,true
2008-11-17,20081117,2008,11,17,2,4,47,Monday,November,false
2008-11-18,20081118,2008,11,18,3,4,47,Tuesday,November,false
2008-11-19,20081119,2008,11,19,4,4,47,Wednesday,November,false
2008-11-20,20081120,2008,11,20,5,4,47,Thursday,November,false
2008-11-21,20081121,2008,11,21,6,4,47,Friday,November,false
2008-11-22,20081122,2008,11,22,7,4,47,Saturday,November,true
2008-11-23,20081123,2008,11,23,1,4,47,Sunday,November,true
2008-11-24,20081124,2008,11,24,2,4,48,Monday,November,false
2008-11-25,20081125,2008,11,25,3,4,48,Tuesday,November,false
2008-11-26,20081126,2008,11,26,4,4,48,Wednesday,November,false
2008-11-27,20081127,2008,11,27,5,4,48,Thursday,November,false
2008-11-28,20081128,2008,11,28,6,4,48,Friday,November,false
2008-11-29,20081129,2008,11,29,7,4,48,Saturday,November,true
2008-11-30,20081130,2008,11,30,1,4,48,Sunday,November,true
2008-12-01,20081201,2008,12,1,2,4,49,Monday,December,false
2008-12-02,20081202,2008,12,2,3,4,49,Tuesday,December,false
2008-12-03,20081203,2008,12,3,4,4,49,Wednesday,December,false
2008-12-04,20081204,2008,12,4,5,4,49,Thursday,December,false
2008-12-05,20081205,2008,12,5,6,4,49,Friday,December,false
2008-12-06,20081206,2008,12,6,7,4,49,Saturday,December,true
2008-12-07,20081207,2008,12,7,1,4,49,Sunday,December,true
2008-12-08,20081208,2008,12,8,2,4,50,Monday,December,false
2008-12-09,20081209,2008,12,9,3,4,50,Tuesday,December,false
2008-12-10,20081210,2008,12,10,4,4,50,Wednesday,December,false
2008-12-11,20081211,2008,12,11,5,4,50,Thursday,December,false
2008-12-12,20081212,2008,12,12,6,4,50,Friday,December,false
2008-12-13,20081213,2008,12,13,7,4,50,Saturday,December,true
2008-12-14,20081214,2008,12,14,1,4,50,Sunday,December,true
2008-12-15,20081215,2008,12,15,2,4,51,Monday,December,false
2008-12-16,20081216,2008,12,16,3,4,51,Tuesday,December,false
2008-12-17,20081217,2008,12,17,4,4,51,Wednesday,December,false
2008-12-18,20081218,2008,12,18,5,4,51,Thursday,December,false
2008-12-19,20081219,2008,12,19,6,4,51,Friday,December,false
2008-12-20,20081220,2008,12,20,7,4,51,Saturday,December,true
2008-12-21,20081221,2008,12,21,1,4,51,Sunday,December,true
2008-12-22,20081222,2008,12,22,2,4,52,Monday,December,false
2008-12-23,20081223,2008,12,23,3,4,52,Tuesday,December,false
2008-12-24,20081224,2008,12,24,4,4,52,Wednesday,December,false
2008-12-25,20081225,2008,12,25,5,4,52,Thursday,December,false
2008-12-26,20081226,2008,12,26,6,4,52,Friday,December,false
2008-12-27,20081227,2008,12,27,7,4,52,Saturday,December,true
2008-12-28,20081228,2008,12,28,1,4,52,Sunday,December,true
2008-12-29,20081229,2008,12,29,2,4,1,Monday,December,false
2008-12-30,20081230,2008,12,30,3,4,1,Tuesday,December,false
2008-12-31,20081231,2008,12,31,4,4,1,Wednesday,December,false
2009-01-01,20090101,2009,1,1,5,1,1,Thursday,January,false
2009-01-02,20090102,2009,1,2,6,1,1,Friday,January,false
2009-01-03,20090103,2009,1,3,7,1,1,Saturday,January,true
2009-01-04,20090104,2009,1,4,1,1,1,Sunday,January,true
2009-01-05,20090105,2009,1,5,2,1,2,Monday,January,false
2009-01-06,20090106,2009,1,6,3,1,2,Tuesday,January,false
2009-01-07,20090107,2009,1,7,4,1,2,Wednesday,January,false
2009-01-08,20090108,2009,1,8,5,1,2,Thursday,January,false
2009-01-09,20090109,2009,1,9,6,1,2,Friday,January,false
2009-01-10,20090110,2009,1,10,7,1,2,Saturday,January,true
2009-01-11,20090111,2009,1,11,1,1,2,Sunday,January,true
2009-01-12,20090112,2009,1,12,2,1,3,Monday,January,false
2009-01-13,20090113,2009,1,13,3,1,3,Tuesday,January,false
2009-01-14,20090114,2009,1,14,4,1,3,Wednesday,January,false
2009-01-15,20090115,2009,1,15,5,1,3,Thursday,January,false
2009-01-16,20090116,2009,1,16,6,1,3,Friday,January,false
2009-01-17,20090117,2009,1,17,7,1,3,Saturday,January,true
2009-01-18,20090118,2009,1,18,1,1,3,Sunday,January,true
2009-01-19,20090119,2009,1,19,2,1,4,Monday,January,false
2009-01-20,20090120,2009,1,20,3,1,4,Tuesday,January,false
2009-01-21,20090121,2009,1,21,4,1,4,Wednesday,January,false
2009-01-22,20090122,2009,1,22,5,1,4,Thursday,January,false
2009-01-23,20090123,2009,1,23,6,1,4,Friday,January,false
2009-01-24,20090124,2009,1,24,7,1,4,Saturday,January,true
2009-01-25,20090125,2009,1,25,1,1,4,Sunday,January,true
2009-01-26,20090126,2009,1,26,2,1,5,Monday,January,false
2009-01-27,20090127,2009,1,27,3,1,5,Tuesday,January,false
2009-01-28,20090128,2009,1,28,4,1,5,Wednesday,January,false
2009-01-29,20090129,2009,1,29,5,1,5,Thursday,January,false
2009-01-30,20090130,2009,1,30,6,1,5,Friday,January,false
2009-01-31,20090131,2009,1,31,7,1,5,Saturday,January,true
2009-02-01,20090201,2009,2,1,1,1,5,Sunday,February,true
2009-02-02,20090202,2009,2,2,2,1,6,Monday,February,false
2009-02-03,20090203,2009,2,3,3,1,6,Tuesday,February,false
2009-02-04,20090204,2009,2,4,4,1,6,Wednesday,February,false
2009-02-05,20090205,2009,2,5,5,1,6,Thursday,February,false
2009-02-06,20090206,2009,2,6,6,1,6,Friday,February,false
2009-02-07,20090207,2009,2,7,7,1,6,Saturday,February,true
2009-02-08,20090208,2009,2,8,1,1,6,Sunday,February,true
2009-02-09,20090209,2009,2,9,2,1,7,Monday,February,false
2009-02-10,20090210,2009,2,10,3,1,7,Tuesday,February,false
2009-02-11,20090211,2009,2,11,4,1,7,Wednesday,February,false
2009-02-12,20090212,2009,2,12,5,1,7,Thursday,February,false
2009-02-13,20090213,2009,2,13,6,1,7,Friday,February,false
2009-02-14,20090214,2009,2,14,7,1,7,Saturday,February,true
2009-02-15,20090215,2009,2,15,1,1,7,Sunday,February,true
2009-02-16,20090216,2009,2,16,2,1,8,Monday,February,false
2009-02-17,20090217,2009,2,17,3,1,8,Tuesday,February,false
2009-02-18,20090218,2009,2,18,4,1,8,Wednesday,February,false
2009-02-19,20090219,2009,2,19,5,1,8,Thursday,February,false
2009-02-20,20090220,2009,2,20,6,1,8,Friday,February,false
2009-02-21,20090221,2009,2,21,7,1,8,Saturday,February,true
2009-02-22,20090222,2009,2,22,1,1,8,Sunday,February,true
2009-02-23,20090223,2009,2,23,2,1,9,Monday,February,false
2009-02-24,20090224,2009,2,24,3,1,9,Tuesday,February,false
2009-02-25,20090225,2009,2,25,4,1,9,Wednesday,February,false
2009-02-26,20090226,2009,2,26,5,1,9,Thursday,February,false
2009-02-27,20090227,2009,2,27,6,1,9,Friday,February,false
2009-02-28,20090228,2009,2,28,7,1,9,Saturday,February,true
2009-03-01,20090301,2009,3,1,1,1,9,Sunday,March,true
2009-03-02,20090302,2009,3,2,2,1,10,Monday,March,false
2009-03-03,20090303,2009,3,3,3,1,10,Tuesday,March,false
2009-03-04,20090304,2009,3,4,4,1,10,Wednesday,March,false
2009-03-05,20090305,2009,3,5,5,1,10,Thursday,March,false
2009-03-06,20090306,2009,3,6,6,1,10,Friday,March,false
2009-03-07,20090307,2009,3,7,7,1,10,Saturday,March,true
2009-03-08,20090308,2009,3,8,1,1,10,Sunday,March,true
2009-03-09,20090309,2009,3,9,2,1,11,Monday,March,false
2009-03-10,20090310,2009,3,10,3,1,11,Tuesday,March,false
2009-03-11,20090311,2009,3,11,4,1,11,Wednesday,March,false
2009-03-12,20090312,2009,3,12,5,1,11,Thursday,March,false
2009-03-13,20090313,2009,3,13,6,1,11,Friday,March,false
2009-03-14,20090314,2009,3,14,7,1,11,Saturday,March,true
2009-03-15,20090315,2009,3,15,1,1,11,Sunday,March,true
2009-03-16,20090316,2009,3,16,2,1,12,Monday,March,false
2009-03-17,20090317,2009,3,17,3,1,12,Tuesday,March,false
2009-03-18,20090318,2009,3,18,4,1,12,Wednesday,March,false
2009-03-19,20090319,2009,3,19,5,1,12,Thursday,March,false
2009-03-20,20090320,2009,3,20,6,1,12,Friday,March,false
2009-03-21,20090321,2009,3,21,7,1,12,Saturday,March,true
2009-03-22,20090322,2009,3,22,1,1,12,Sunday,March,true
2009-03-23,20090323,2009,3,23,2,1,13,Monday,March,false
