Date,DateKey,Year,Month,Day,DayOfWeek,Quarter,WeekOfYear,DayName,MonthName,IsWeekend
2012-11-23,20121123,2012,11,23,6,4,47,Friday,November,false
2012-11-24,20121124,2012,11,24,7,4,47,Saturday,November,true
2012-11-25,20121125,2012,11,25,1,4,47,Sunday,November,true
2012-11-26,20121126,2012,11,26,2,4,48,Monday,November,false
2012-11-27,20121127,2012,11,27,3,4,48,Tuesday,November,false
2012-11-28,20121128,2012,11,28,4,4,48,Wednesday,November,false
2012-11-29,20121129,2012,11,29,5,4,48,Thursday,November,false
2012-11-30,20121130,2012,11,30,6,4,48,Friday,November,false
2012-12-01,20121201,2012,12,1,7,4,48,Saturday,December,true
2012-12-02,20121202,2012,12,2,1,4,48,Sunday,December,true
2012-12-03,20121203,2012,12,3,2,4,49,Monday,December,false
2012-12-04,20121204,2012,12,4,3,4,49,Tuesday,December,false
2012-12-05,20121205,2012,12,5,4,4,49,Wednesday,December,false
2012-12-06,20121206,2012,12,6,5,4,49,Thursday,December,false
2012-12-07,20121207,2012,12,7,6,4,49,Friday,December,false
2012-12-08,20121208,2012,12,8,7,4,49,Saturday,December,true
2012-12-09,20121209,2012,12,9,1,4,49,Sunday,December,true
2012-12-10,20121210,2012,12,10,2,4,50,Monday,December,false
2012-12-11,20121211,2012,12,11,3,4,50,Tuesday,December,false
2012-12-12,20121212,2012,12,12,4,4,50,Wednesday,December,false
2012-12-13,20121213,2012,12,13,5,4,50,Thursday,December,false
2012-12-14,20121214,2012,12,14,6,4,50,Friday,December,false
2012-12-15,20121215,2012,12,15,7,4,50,Saturday,December,true
2012-12-16,20121216,2012,12,16,1,4,50,Sunday,December,true
2012-12-17,20121217,2012,12,17,2,4,51,Monday,December,false
2012-12-18,20121218,2012,12,18,3,4,51,Tuesday,December,false
2012-12-19,20121219,2012,12,19,4,4,51,Wednesday,December,false
2012-12-20,20121220,2012,12,20,5,4,51,Thursday,December,false
2012-12-21,20121221,2012,12,21,6,4,51,Friday,December,false
2012-12-22,20121222,2012,12,22,7,4,51,Saturday,December,true
2012-12-23,20121223,2012,12,23,1,4,51,Sunday,December,true
2012-12-24,20121224,2012,12,24,2,4,52,Monday,December,false
2012-12-25,20121225,2012,12,25,3,4,52,Tuesday,December,false
2012-12-26,20121226,2012,12,26,4,4,52,Wednesday,December,false
2012-12-27,20121227,2012,12,27,5,4,52,Thursday,December,false
2012-12-28,20121228,2012,12,28,6,4,52,Friday,December,false
2012-12-29,20121229,2012,12,29,7,4,52,Saturday,December,true
2012-12-30,20121230,2012,12,30,1,4,52,Sunday,December,true
2012-12-31,20121231,2012,12,31,2,4,1,Monday,December,false
2013-01-01,20130101,2013,1,1,3,1,1,Tuesday,January,false
2013-01-02,20130102,2013,1,2,4,1,1,Wednesday,January,false
2013-01-03,20130103,2013,1,3,5,1,1,Thursday,January,false
2013-01-04,20130104,2013,1,4,6,1,1,Friday,January,false
2013-01-05,20130105,2013,1,5,7,1,1,Saturday,January,true
2013-01-06,20130106,2013,1,6,1,1,1,Sunday,January,true
2013-01-07,20130107,2013,1,7,2,1,2,Monday,January,false
2013-01-08,20130108,2013,1,8,3,1,2,Tuesday,January,false
2013-01-09,20130109,2013,1,9,4,1,2,Wednesday,January,false
2013-01-10,20130110,2013,1,10,5,1,2,Thursday,January,false
2013-01-11,20130111,2013,1,11,6,1,2,Friday,January,false
2013-01-12,20130112,2013,1,12,7,1,2,Saturday,January,true
2013-01-13,20130113,2013,1,13,1,1,2,Sunday,January,true
2013-01-14,20130114,2013,1,14,2,1,3,Monday,January,false
2013-01-15,20130115,2013,1,15,3,1,3,Tuesday,January,false
2013-01-16,20130116,2013,1,16,4,1,3,Wednesday,January,false
2013-01-17,20130117,2013,1,17,5,1,3,Thursday,January,false
2013-01-18,20130118,2013,1,18,6,1,3,Friday,January,false
2013-01-19,20130119,2013,1,19,7,1,3,Saturday,January,true
2013-01-20,20130120,2013,1,20,1,1,3,Sunday,January,true
2013-01-21,20130121,2013,1,21,2,1,4,Monday,January,false
2013-01-22,20130122,2013,1,22,3,1,4,Tuesday,January,false
2013-01-23,20130123,2013,1,23,4,1,4,Wednesday,January,false
2013-01-24,20130124,2013,1,24,5,1,4,Thursday,January,false
2013-01-25,20130125,2013,1,25,6,1,4,Friday,January,false
2013-01-26,20130126,2013,1,26,7,1,4,Saturday,January,true
2013-01-27,20130127,2013,1,27,1,1,4,Sunday,January,true
2013-01-28,20130128,2013,1,28,2,1,5,Monday,January,false
